speed,n_cycles,net_work_mean_J,net_work_sd_J,pos_work_mean_J,pos_work_sd_J,neg_work_mean_J,neg_work_sd_J
2.0,4,5.315103555890467,0.2897404331110648,6.00380077977266,0.3676298623039575,-0.6869752268100259,0.07794641694982467
2.2,4,4.095102874857939,0.4505867049688888,4.726054964738192,0.5538629104710808,-0.6312874077486312,0.13360011453350684
3.2,4,4.459673384239534,0.1602207046361661,5.315757139436392,0.14013226096986384,-0.8560837551970847,0.16513020170419251
4.0,6,6.620691936961127,0.20058362535788943,8.182866002242587,0.35298996269596217,-1.5621004467917554,0.1727911558666614
4.2,6,4.388139380901979,0.3220603050813653,5.562523545483309,0.4241211275308184,-1.1744521384444242,0.11342989810820427
6.0,8,4.9705684256590565,0.44873420224491395,7.64254362783177,0.3954418848243427,-2.6720710827541554,0.245151047102123
6.1,10,2.928805918892934,0.34893665048155154,4.775509936124798,0.4368051001980256,-1.8456882127741916,0.23846737536183926
6.2,8,5.003759750917417,0.9986038520000635,6.696881103187092,1.346905813724806,-1.9314986557204195,0.4396221924523114
