timestamp,R_angle(θ),R_Torque Cmd,R_Torque Est,L_angle(θ),L_Torque Cmd,L_Torque Est,Lθ Display,Rθ Display,Lτ Display,Rτ Display
0.0005,0.32,0.0,0.0,0.28,0.0,0.0,0.3,0.3,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.001,0.34,0.0,0.0,0.41,0.0,0.0,0.4,0.3,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0015,0.33,0.0,0.0,0.45,0.0,0.0,0.5,0.3,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.002,0.37,0.0,0.0,0.56,0.0,0.0,0.6,0.4,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0025,0.47,0.0,0.0,0.59,0.0,0.0,0.6,0.5,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.003,0.54,0.0,0.0,0.66,0.0,0.0,0.7,0.5,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0035,0.6,0.0,0.0,0.71,0.0,0.0,0.7,0.6,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.004,0.61,0.0,0.0,0.72,0.0,0.0,0.7,0.6,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0045,0.63,0.0,0.0,0.75,0.0,0.0,0.8,0.6,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.005,0.59,0.0,0.0,0.8,0.0,0.0,0.8,0.6,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0055,0.54,0.0,0.0,0.89,0.0,0.0,0.9,0.5,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.006,0.55,0.0,0.0,0.93,0.0,0.0,0.9,0.6,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0065,0.6,0.0,0.0,0.95,0.0,0.0,0.9,0.6,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.007,0.66,0.0,0.0,0.95,0.0,0.0,0.9,0.7,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0075,0.67,0.0,0.0,0.98,0.0,0.0,1.0,0.7,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.008,0.74,0.0,0.0,1.09,0.0,0.0,1.1,0.7,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0085,0.77,0.0,0.0,1.18,0.0,0.0,1.2,0.8,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.009,0.81,0.0,0.0,1.18,0.0,0.0,1.2,0.8,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0095,0.79,0.0,0.0,1.24,0.0,0.0,1.2,0.8,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.01,0.74,0.0,0.0,1.26,0.0,0.0,1.3,0.7,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0105,0.72,0.0,0.0,1.3,0.0,0.0,1.3,0.7,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.011,0.66,0.0,0.0,1.3,0.0,0.0,1.3,0.7,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0115,0.62,0.0,0.0,1.25,0.0,0.0,1.2,0.6,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.012,0.56,0.0,0.0,1.24,0.0,0.0,1.2,0.6,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0125,0.44,0.0,0.0,1.24,0.0,0.0,1.2,0.4,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.013,0.31,0.0,0.0,1.13,0.0,0.0,1.1,0.3,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0135,0.26,0.0,0.0,1.1,0.0,0.0,1.1,0.3,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.014,0.26,0.0,0.0,1.11,0.0,0.0,1.1,0.3,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0145,0.19,0.0,0.0,1.32,0.0,0.0,1.3,0.2,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.015,0.15,0.0,0.0,1.33,0.0,0.0,1.3,0.1,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0155,0.08,0.0,0.0,1.32,0.0,0.0,1.3,0.1,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.016,-0.79,0.0,0.0,1.31,0.0,0.0,1.3,-0.8,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0165,-3.74,0.0,0.0,0.84,0.0,0.0,0.8,-3.7,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.017,-7.22,0.0,0.0,0.67,0.0,0.0,0.7,-7.2,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.0175,-10.65,0.0,0.0,0.44,0.0,0.0,0.4,-10.7,0.0 (cmd 0.0),0.0 (cmd 0.0)
