timestamp,R_angle(θ),R_Torque Cmd,R_Torque Est,L_angle(θ),L_Torque Cmd,L_Torque Est,Lθ Display,Rθ Display,Lτ Display,Rτ Display
1.6198,12.71,2.11,0.0,3.85,2.62,0.0,3.9,12.7,0.0 (cmd 2.1),0.0 (cmd 2.6)
1.6202999999999999,12.71,2.25,0.0,5.64,2.72,0.0,5.6,12.7,0.0 (cmd 2.2),0.0 (cmd 2.7)
1.6208000000000002,18.34,1.8,0.0,9.46,3.04,0.0,9.5,18.3,0.0 (cmd 1.8),0.0 (cmd 3.0)
1.6213,20.37,3.0,0.0,11.61,3.1,0.0,11.6,20.4,0.0 (cmd 3.0),0.0 (cmd 3.1)
1.6218000000000001,17.27,3.23,0.0,12.47,2.87,0.0,12.5,17.3,0.0 (cmd 3.2),0.0 (cmd 2.9)
1.6222999999999999,17.27,1.49,0.0,11.2,2.01,0.0,11.2,17.3,0.0 (cmd 1.5),0.0 (cmd 2.0)
1.6228,17.27,1.1,0.0,5.41,0.11,0.0,5.4,17.3,0.0 (cmd 1.1),0.0 (cmd 0.1)
1.6233000000000002,-6.29,-7.33,0.0,-4.5,-2.74,0.0,-4.5,-6.3,0.0 (cmd -7.3),0.0 (cmd -2.7)
1.6238,-15.6,-5.81,0.0,-8.03,-4.35,0.0,-8.0,-15.6,0.0 (cmd -5.8),0.0 (cmd -4.3)
1.6243,-6.84,-4.05,0.0,-19.39,-7.7,0.0,-19.4,-6.8,0.0 (cmd -4.0),0.0 (cmd -7.7)
1.6248,-6.69,-3.61,0.0,-28.96,-7.26,0.0,-29.0,-6.7,0.0 (cmd -3.6),0.0 (cmd -7.3)
1.6253,-6.69,-2.89,0.0,-32.75,-8.49,0.0,-32.8,-6.7,0.0 (cmd -2.9),0.0 (cmd -8.5)
1.6258000000000001,-0.69,-2.31,0.0,-33.72,-7.91,0.0,-33.7,-0.7,0.0 (cmd -2.3),0.0 (cmd -7.9)
1.6262999999999999,-0.69,-0.02,0.0,-31.31,-5.98,0.0,-31.3,-0.7,0.0 (cmd -0.0),0.0 (cmd -6.0)
1.6268000000000002,-0.69,0.07,0.0,-25.23,-3.75,0.0,-25.2,-0.7,0.0 (cmd 0.1),0.0 (cmd -3.8)
1.6273,-0.69,0.16,0.0,-23.04,-1.58,0.0,-23.0,-0.7,0.0 (cmd 0.2),0.0 (cmd -1.6)
1.6278,-0.69,0.17,0.0,-20.54,-0.75,0.0,-20.5,-0.7,0.0 (cmd 0.2),0.0 (cmd -0.8)
1.6283,1.56,0.18,0.0,-18.38,0.16,0.0,-18.4,1.6,0.0 (cmd 0.2),0.0 (cmd 0.2)
1.6288,5.49,0.73,0.0,-15.64,0.12,0.0,-15.6,5.5,0.0 (cmd 0.7),0.0 (cmd 0.1)
1.6293000000000002,14.92,2.27,0.0,-11.44,1.59,0.0,-11.4,14.9,0.0 (cmd 2.3),0.0 (cmd 1.6)
1.6322999999999999,21.05,5.86,0.0,-4.56,2.97,0.0,-4.6,21.1,0.0 (cmd 5.9),0.0 (cmd 3.0)
1.6328,-5.06,4.7,0.0,14.82,9.49,0.0,14.8,-5.1,0.0 (cmd 4.7),0.0 (cmd 9.5)
1.6333000000000002,-5.06,-3.21,0.0,14.02,7.11,0.0,14.0,-5.1,0.0 (cmd -3.2),0.0 (cmd 7.1)
1.6338,-12.85,-2.56,0.0,7.04,4.26,0.0,7.0,-12.8,0.0 (cmd -2.6),0.0 (cmd 4.3)
1.6343,-12.85,-4.46,0.0,-1.93,0.57,0.0,-1.9,-12.8,0.0 (cmd -4.5),0.0 (cmd 0.6)
1.6348,-5.94,-3.76,0.0,-10.49,-2.44,0.0,-10.5,-5.9,0.0 (cmd -3.8),0.0 (cmd -2.4)
1.6353,0.96,-1.27,0.0,-18.08,-4.28,0.0,-18.1,1.0,0.0 (cmd -1.3),0.0 (cmd -4.3)
1.6358000000000001,0.96,0.69,0.0,-22.1,-5.16,0.0,-22.1,1.0,0.0 (cmd 0.7),0.0 (cmd -5.2)
1.6362999999999999,0.96,0.43,0.0,-27.62,-6.48,0.0,-27.6,1.0,0.0 (cmd 0.4),0.0 (cmd -6.5)
1.6368000000000003,0.96,0.32,0.0,-27.84,-5.77,0.0,-27.8,1.0,0.0 (cmd 0.3),0.0 (cmd -5.8)
1.6373,0.96,0.28,0.0,-25.28,-4.34,0.0,-25.3,1.0,0.0 (cmd 0.3),0.0 (cmd -4.3)
1.6378,0.96,0.29,0.0,-23.18,-2.71,0.0,-23.2,1.0,0.0 (cmd 0.3),0.0 (cmd -2.7)
1.6383,3.81,0.25,0.0,-23.1,-2.09,0.0,-23.1,3.8,0.0 (cmd 0.2),0.0 (cmd -2.1)
1.6388,3.81,1.04,0.0,-22.66,-1.61,0.0,-22.7,3.8,0.0 (cmd 1.0),0.0 (cmd -1.6)
1.6393000000000002,5.15,0.84,0.0,-19.53,-1.52,0.0,-19.5,5.2,0.0 (cmd 0.8),0.0 (cmd -1.5)
1.6398,5.15,1.17,0.0,-15.65,0.82,0.0,-15.7,5.2,0.0 (cmd 1.2),0.0 (cmd 0.8)
1.6402999999999999,7.83,0.98,0.0,-6.79,1.58,0.0,-6.8,7.8,0.0 (cmd 1.0),0.0 (cmd 1.6)
1.6408000000000003,7.83,1.56,0.0,1.22,3.4,0.0,1.2,7.8,0.0 (cmd 1.6),0.0 (cmd 3.4)
1.6413,19.02,3.14,0.0,5.01,4.82,0.0,5.0,19.0,0.0 (cmd 3.1),0.0 (cmd 4.8)
1.6418000000000001,22.67,4.15,0.0,11.25,5.59,0.0,11.2,22.7,0.0 (cmd 4.2),0.0 (cmd 5.6)
1.6422999999999999,23.79,4.4,0.0,14.1,5.47,0.0,14.1,23.8,0.0 (cmd 4.4),0.0 (cmd 5.5)
1.6428,23.95,3.57,0.0,17.27,5.54,0.0,17.3,23.9,0.0 (cmd 3.6),0.0 (cmd 5.5)
1.6433000000000002,13.15,-0.51,0.0,15.98,3.88,0.0,16.0,13.2,0.0 (cmd -0.5),0.0 (cmd 3.9)
1.6438,0.08,-4.74,0.0,9.12,1.62,0.0,9.1,0.1,0.0 (cmd -4.7),0.0 (cmd 1.6)
1.6443,0.08,-3.83,0.0,-0.74,-0.88,0.0,-0.7,0.1,0.0 (cmd -3.8),0.0 (cmd -0.9)
1.6448,-6.91,-7.19,0.0,-6.78,-4.96,0.0,-6.8,-6.9,0.0 (cmd -7.2),0.0 (cmd -5.0)
1.6453,-5.82,-4.89,0.0,-18.39,-5.78,0.0,-18.4,-5.8,0.0 (cmd -4.9),0.0 (cmd -5.8)
1.6458000000000002,-4.6,-2.62,0.0,-27.98,-7.62,0.0,-28.0,-4.6,0.0 (cmd -2.6),0.0 (cmd -7.6)
1.6462999999999999,1.42,-0.25,0.0,-31.48,-8.22,0.0,-31.5,1.4,0.0 (cmd -0.2),0.0 (cmd -8.2)
1.6468000000000003,9.2,-0.22,0.0,-32.29,-7.63,0.0,-32.3,9.2,0.0 (cmd -0.2),0.0 (cmd -7.6)
1.6473,10.32,2.44,0.0,-29.7,-5.53,0.0,-29.7,10.3,0.0 (cmd 2.4),0.0 (cmd -5.5)
1.6478,10.32,2.04,0.0,-26.17,-3.68,0.0,-26.2,10.3,0.0 (cmd 2.0),0.0 (cmd -3.7)
1.6483,18.96,2.9,0.0,-25.34,-2.33,0.0,-25.3,19.0,0.0 (cmd 2.9),0.0 (cmd -2.3)
1.6488,18.96,3.66,0.0,-22.65,-1.19,0.0,-22.6,19.0,0.0 (cmd 3.7),0.0 (cmd -1.2)
1.6493000000000002,18.96,3.01,0.0,-20.18,-0.96,0.0,-20.2,19.0,0.0 (cmd 3.0),0.0 (cmd -1.0)
1.6498,18.96,2.53,0.0,-14.43,0.06,0.0,-14.4,19.0,0.0 (cmd 2.5),0.0 (cmd 0.1)
1.6502999999999999,21.07,3.76,0.0,-7.33,2.64,0.0,-7.3,21.1,0.0 (cmd 3.8),0.0 (cmd 2.6)
1.6508000000000003,8.04,2.23,0.0,0.14,3.59,0.0,0.1,8.0,0.0 (cmd 2.2),0.0 (cmd 3.6)
1.6513,8.04,-2.04,0.0,7.77,4.81,0.0,7.8,8.0,0.0 (cmd -2.0),0.0 (cmd 4.8)
1.6518000000000002,-12.51,-6.12,0.0,10.71,5.23,0.0,10.7,-12.5,0.0 (cmd -6.1),0.0 (cmd 5.2)
1.6522999999999999,-12.08,-6.9,0.0,15.54,5.26,0.0,15.5,-12.1,0.0 (cmd -6.9),0.0 (cmd 5.3)
1.6528,-12.08,-5.24,0.0,17.95,5.06,0.0,17.9,-12.1,0.0 (cmd -5.2),0.0 (cmd 5.1)
1.6533000000000002,-16.45,-4.17,0.0,17.43,4.4,0.0,17.4,-16.4,0.0 (cmd -4.2),0.0 (cmd 4.4)
1.6538,-15.09,-4.85,0.0,10.47,1.96,0.0,10.5,-15.1,0.0 (cmd -4.8),0.0 (cmd 2.0)
1.6543,-12.92,-3.63,0.0,0.62,0.6,0.0,0.6,-12.9,0.0 (cmd -3.6),0.0 (cmd 0.6)
1.6548,-6.44,-2.23,0.0,-10.23,-3.57,0.0,-10.2,-6.4,0.0 (cmd -2.2),0.0 (cmd -3.6)
1.6553,-6.44,-0.43,0.0,-17.61,-5.46,0.0,-17.6,-6.4,0.0 (cmd -0.4),0.0 (cmd -5.5)
1.6558000000000002,-6.44,-0.53,0.0,-23.91,-7.13,0.0,-23.9,-6.4,0.0 (cmd -0.5),0.0 (cmd -7.1)
1.6562999999999999,6.56,-0.56,0.0,-29.69,-7.74,0.0,-29.7,6.6,0.0 (cmd -0.6),0.0 (cmd -7.7)
1.6568000000000003,6.56,2.87,0.0,-30.9,-6.86,0.0,-30.9,6.6,0.0 (cmd 2.9),0.0 (cmd -6.9)
1.6573,6.56,2.28,0.0,-30.64,-5.69,0.0,-30.6,6.6,0.0 (cmd 2.3),0.0 (cmd -5.7)
1.6578,27.96,5.97,0.0,-30.1,-3.97,0.0,-30.1,28.0,0.0 (cmd 6.0),0.0 (cmd -4.0)
1.6583,27.96,6.88,0.0,-28.86,-2.98,0.0,-28.9,28.0,0.0 (cmd 6.9),0.0 (cmd -3.0)
1.6588,13.59,1.71,0.0,-26.79,-3.03,0.0,-26.8,13.6,0.0 (cmd 1.7),0.0 (cmd -3.0)
1.6593000000000002,13.59,1.1,0.0,-21.91,-0.9,0.0,-21.9,13.6,0.0 (cmd 1.1),0.0 (cmd -0.9)
1.6598,13.59,1.01,0.0,-9.76,0.83,0.0,-9.8,13.6,0.0 (cmd 1.0),0.0 (cmd 0.8)
1.6602999999999999,-2.32,0.93,0.0,-2.68,3.72,0.0,-2.7,-2.3,0.0 (cmd 0.9),0.0 (cmd 3.7)
1.6608000000000003,-11.63,-7.6,0.0,7.91,6.58,0.0,7.9,-11.6,0.0 (cmd -7.6),0.0 (cmd 6.6)
1.6613,-10.34,-5.0,0.0,10.03,6.28,0.0,10.0,-10.3,0.0 (cmd -5.0),0.0 (cmd 6.3)
1.6618000000000002,-10.38,-3.94,0.0,5.57,4.78,0.0,5.6,-10.4,0.0 (cmd -3.9),0.0 (cmd 4.8)
1.6622999999999999,-7.53,-2.36,0.0,1.95,1.98,0.0,1.9,-7.5,0.0 (cmd -2.4),0.0 (cmd 2.0)
1.6628,-8.03,-2.11,0.0,-7.59,-1.06,0.0,-7.6,-8.0,0.0 (cmd -2.1),0.0 (cmd -1.1)
1.6633000000000002,-8.03,-2.01,0.0,-18.47,-3.47,0.0,-18.5,-8.0,0.0 (cmd -2.0),0.0 (cmd -3.5)
1.6638,-8.03,-1.76,0.0,-24.1,-5.49,0.0,-24.1,-8.0,0.0 (cmd -1.8),0.0 (cmd -5.5)
1.6643000000000001,0.88,-1.52,0.0,-26.65,-6.4,0.0,-26.6,0.9,0.0 (cmd -1.5),0.0 (cmd -6.4)
1.6648,0.88,1.3,0.0,-22.88,-4.61,0.0,-22.9,0.9,0.0 (cmd 1.3),0.0 (cmd -4.6)
1.6653,0.88,1.07,0.0,-17.37,-2.62,0.0,-17.4,0.9,0.0 (cmd 1.1),0.0 (cmd -2.6)
1.6658000000000002,18.05,3.46,0.0,-15.6,-0.18,0.0,-15.6,18.1,0.0 (cmd 3.5),0.0 (cmd -0.2)
1.6663,21.98,5.48,0.0,-14.09,0.17,0.0,-14.1,22.0,0.0 (cmd 5.5),0.0 (cmd 0.2)
1.6668000000000003,3.47,5.1,0.0,-15.14,0.0,0.0,-15.1,3.5,0.0 (cmd 5.1),0.0 (cmd 0.0)
1.6673,-3.0,-2.17,0.0,-9.25,-0.75,0.0,-9.2,-3.0,0.0 (cmd -2.2),0.0 (cmd -0.8)
1.6678,-10.78,-3.91,0.0,-1.13,2.31,0.0,-1.1,-10.8,0.0 (cmd -3.9),0.0 (cmd 2.3)
1.6683000000000001,-16.78,-5.23,0.0,0.58,2.55,0.0,0.6,-16.8,0.0 (cmd -5.2),0.0 (cmd 2.5)
1.6688,-16.78,-4.73,0.0,11.87,5.53,0.0,11.9,-16.8,0.0 (cmd -4.7),0.0 (cmd 5.5)
1.6693000000000002,-8.38,-3.8,0.0,11.29,4.85,0.0,11.3,-8.4,0.0 (cmd -3.8),0.0 (cmd 4.8)
1.6698,-8.38,-0.78,0.0,5.37,2.76,0.0,5.4,-8.4,0.0 (cmd -0.8),0.0 (cmd 2.8)
1.6703,-7.59,-0.65,0.0,-4.63,0.01,0.0,-4.6,-7.6,0.0 (cmd -0.7),0.0 (cmd 0.0)
1.6708000000000003,-4.86,-0.75,0.0,-15.02,-3.09,0.0,-15.0,-4.9,0.0 (cmd -0.8),0.0 (cmd -3.1)
1.6713,4.4,-0.11,0.0,-23.13,-6.43,0.0,-23.1,4.4,0.0 (cmd -0.1),0.0 (cmd -6.4)
1.6718000000000002,10.81,2.27,0.0,-28.95,-6.81,0.0,-28.9,10.8,0.0 (cmd 2.3),0.0 (cmd -6.8)
1.6723,10.81,3.44,0.0,-24.93,-5.73,0.0,-24.9,10.8,0.0 (cmd 3.4),0.0 (cmd -5.7)
1.6728,10.81,2.82,0.0,-21.28,-3.35,0.0,-21.3,10.8,0.0 (cmd 2.8),0.0 (cmd -3.4)
1.6733000000000002,22.16,2.32,0.0,-20.97,-1.96,0.0,-21.0,22.2,0.0 (cmd 2.3),0.0 (cmd -2.0)
1.6738,6.67,3.02,0.0,-20.02,-1.81,0.0,-20.0,6.7,0.0 (cmd 3.0),0.0 (cmd -1.8)
1.6743000000000001,4.81,-0.52,0.0,-16.76,-1.41,0.0,-16.8,4.8,0.0 (cmd -0.5),0.0 (cmd -1.4)
1.6747999999999998,-10.77,-0.25,0.0,-11.92,1.0,0.0,-11.9,-10.8,0.0 (cmd -0.2),0.0 (cmd 1.0)
