timestamp,R_angle(θ),R_Torque Cmd,R_Torque Est,L_angle(θ),L_Torque Cmd,L_Torque Est,Lθ Display,Rθ Display,Lτ Display,Rτ Display
0.14539999999999997,-13.85,-0.73,0.0,-7.09,-0.18,0.0,-7.1,-13.8,0.0 (cmd -0.7),0.0 (cmd -0.2)
0.1459,-13.85,-0.73,0.0,-7.09,-0.17,0.0,-7.1,-13.8,0.0 (cmd -0.7),0.0 (cmd -0.2)
0.1464,-13.86,-0.73,0.0,-7.1,-0.17,0.0,-7.1,-13.9,0.0 (cmd -0.7),0.0 (cmd -0.2)
0.1469,-13.88,-0.73,0.0,-7.11,-0.17,0.0,-7.1,-13.9,0.0 (cmd -0.7),0.0 (cmd -0.2)
0.1474,-13.89,-0.73,0.0,-7.14,-0.17,0.0,-7.1,-13.9,0.0 (cmd -0.7),0.0 (cmd -0.2)
0.14789999999999998,-13.89,-0.74,0.0,-7.15,-0.18,0.0,-7.2,-13.9,0.0 (cmd -0.7),0.0 (cmd -0.2)
0.1484,-13.88,-0.73,0.0,-7.15,-0.17,0.0,-7.2,-13.9,0.0 (cmd -0.7),0.0 (cmd -0.2)
0.1489,-13.88,-0.72,0.0,-7.16,-0.17,0.0,-7.2,-13.9,0.0 (cmd -0.7),0.0 (cmd -0.2)
0.1494,-13.88,-0.73,0.0,-7.17,-0.17,0.0,-7.2,-13.9,0.0 (cmd -0.7),0.0 (cmd -0.2)
0.1499,-13.88,-0.73,0.0,-7.17,-0.17,0.0,-7.2,-13.9,0.0 (cmd -0.7),0.0 (cmd -0.2)
0.15039999999999998,-13.88,-0.73,0.0,-7.17,-0.17,0.0,-7.2,-13.9,0.0 (cmd -0.7),0.0 (cmd -0.2)
0.1509,-13.89,-0.72,0.0,-7.17,-0.17,0.0,-7.2,-13.9,0.0 (cmd -0.7),0.0 (cmd -0.2)
0.1514,-13.9,-0.73,0.0,-7.18,-0.17,0.0,-7.2,-13.9,0.0 (cmd -0.7),0.0 (cmd -0.2)
0.1519,-13.9,-0.73,0.0,-7.19,-0.17,0.0,-7.2,-13.9,0.0 (cmd -0.7),0.0 (cmd -0.2)
0.1524,-13.92,-0.73,0.0,-7.19,-0.17,0.0,-7.2,-13.9,0.0 (cmd -0.7),0.0 (cmd -0.2)
0.15289999999999998,-13.92,-0.73,0.0,-7.19,-0.17,0.0,-7.2,-13.9,0.0 (cmd -0.7),0.0 (cmd -0.2)
0.1534,-13.92,-0.73,0.0,-7.2,-0.17,0.0,-7.2,-13.9,0.0 (cmd -0.7),0.0 (cmd -0.2)
