Time,L_IMU_Ang,R_IMU_Ang,L_IMU_Vel,R_IMU_Vel,L_Cmd,R_Cmd,L_Action,R_Action
0.008,-0.266,-0.721,-0.080,-0.075,-0.278,-0.311,-0.055,-0.061
0.018,-0.267,-0.722,-0.076,-0.071,-0.277,-0.311,-0.055,-0.061
0.028,-0.268,-0.723,-0.100,-0.095,-0.279,-0.312,-0.055,-0.061
0.038,-0.269,-0.724,-0.122,-0.090,-0.280,-0.312,-0.055,-0.061
0.048,-0.271,-0.725,-0.144,-0.141,-0.282,-0.315,-0.055,-0.061
0.058,-0.272,-0.727,-0.136,-0.161,-0.281,-0.316,-0.055,-0.061
0.068,-0.273,-0.728,-0.130,-0.153,-0.281,-0.315,-0.055,-0.061
0.078,-0.275,-0.730,-0.123,-0.145,-0.281,-0.315,-0.055,-0.061
0.088,-0.276,-0.731,-0.117,-0.138,-0.280,-0.315,-0.055,-0.061
0.098,-0.277,-0.733,-0.111,-0.131,-0.280,-0.314,-0.055,-0.061
0.108,-0.278,-0.734,-0.078,-0.152,-0.278,-0.315,-0.055,-0.061
0.118,-0.278,-0.735,-0.074,-0.144,-0.278,-0.315,-0.055,-0.061
0.128,-0.279,-0.737,-0.070,-0.137,-0.277,-0.315,-0.055,-0.061
0.138,-0.280,-0.738,-0.067,-0.158,-0.277,-0.316,-0.055,-0.061
0.148,-0.281,-0.740,-0.091,-0.177,-0.279,-0.317,-0.055,-0.061
0.158,-0.282,-0.742,-0.087,-0.169,-0.278,-0.316,-0.055,-0.061
0.168,-0.283,-0.744,-0.110,-0.188,-0.280,-0.318,-0.055,-0.061
0.178,-0.284,-0.746,-0.132,-0.233,-0.281,-0.320,-0.055,-0.061
0.188,-0.286,-0.749,-0.153,-0.249,-0.283,-0.321,-0.055,-0.061
0.198,-0.287,-0.752,-0.172,-0.291,-0.284,-0.323,-0.055,-0.061
0.208,-0.289,-0.755,-0.164,-0.332,-0.284,-0.326,-0.055,-0.061
0.218,-0.291,-0.758,-0.210,-0.315,-0.286,-0.325,-0.055,-0.061
0.228,-0.294,-0.761,-0.255,-0.327,-0.289,-0.326,-0.055,-0.061
0.238,-0.296,-0.765,-0.270,-0.393,-0.290,-0.329,-0.055,-0.061
0.248,-0.300,-0.769,-0.339,-0.373,-0.294,-0.329,-0.055,-0.061
0.258,-0.303,-0.774,-0.349,-0.519,-0.296,-0.337,-0.055,-0.061
0.268,-0.307,-0.782,-0.387,-0.741,-0.299,-0.349,-0.055,-0.061
0.278,-0.311,-0.791,-0.367,-0.978,-0.299,-0.361,-0.055,-0.060
0.288,-0.315,-0.802,-0.431,-1.067,-0.303,-0.366,-0.055,-0.060
0.298,-0.319,-0.812,-0.410,-1.013,-0.302,-0.364,-0.055,-0.060
0.308,-0.324,-0.822,-0.499,-0.990,-0.307,-0.363,-0.055,-0.060
0.318,-0.329,-0.832,-0.529,-0.996,-0.308,-0.364,-0.055,-0.060
0.328,-0.334,-0.841,-0.448,-0.946,-0.303,-0.361,-0.055,-0.061
0.338,-0.341,-0.850,-0.755,-0.871,-0.320,-0.358,-0.055,-0.061
0.348,-0.349,-0.857,-0.717,-0.718,-0.317,-0.350,-0.055,-0.061
0.358,-0.355,-0.863,-0.681,-0.572,-0.314,-0.342,-0.054,-0.061
0.368,-0.362,-0.868,-0.647,-0.543,-0.312,-0.341,-0.054,-0.061
0.378,-0.373,-0.873,-1.137,-0.461,-0.339,-0.338,-0.054,-0.062
0.388,-0.384,-0.877,-1.107,-0.411,-0.338,-0.335,-0.054,-0.062
0.398,-0.394,-0.881,-0.997,-0.390,-0.331,-0.333,-0.054,-0.062
0.408,-0.403,-0.885,-0.892,-0.371,-0.325,-0.332,-0.054,-0.062
0.418,-0.412,-0.888,-0.848,-0.352,-0.323,-0.331,-0.054,-0.062
0.428,-0.419,-0.892,-0.778,-0.335,-0.319,-0.330,-0.054,-0.062
0.438,-0.427,-0.895,-0.711,-0.318,-0.315,-0.329,-0.054,-0.062
0.448,-0.433,-0.898,-0.676,-0.357,-0.313,-0.331,-0.054,-0.062
0.458,-0.439,-0.902,-0.615,-0.339,-0.310,-0.330,-0.054,-0.062
0.468,-0.445,-0.905,-0.584,-0.322,-0.308,-0.329,-0.054,-0.062
0.478,-0.451,-0.908,-0.582,-0.278,-0.308,-0.326,-0.054,-0.062
0.488,-0.457,-0.910,-0.553,-0.237,-0.306,-0.324,-0.054,-0.062
0.498,-0.462,-0.912,-0.525,-0.198,-0.304,-0.322,-0.054,-0.062
0.508,-0.467,-0.914,-0.499,-0.188,-0.303,-0.321,-0.054,-0.062
0.518,-0.472,-0.916,-0.502,-0.151,-0.303,-0.319,-0.054,-0.062
0.528,-0.477,-0.917,-0.504,-0.143,-0.303,-0.319,-0.054,-0.062
0.538,-0.482,-0.918,-0.479,-0.136,-0.302,-0.318,-0.054,-0.062
0.548,-0.486,-0.920,-0.455,-0.157,-0.300,-0.319,-0.054,-0.062
0.558,-0.491,-0.922,-0.432,-0.177,-0.299,-0.320,-0.055,-0.062
0.568,-0.495,-0.924,-0.438,-0.195,-0.300,-0.321,-0.055,-0.062
0.578,-0.499,-0.925,-0.416,-0.185,-0.299,-0.321,-0.055,-0.062
0.588,-0.503,-0.927,-0.395,-0.204,-0.298,-0.322,-0.055,-0.062
0.598,-0.507,-0.930,-0.430,-0.221,-0.300,-0.323,-0.055,-0.062
0.608,-0.512,-0.932,-0.436,-0.237,-0.300,-0.324,-0.055,-0.062
0.618,-0.516,-0.935,-0.442,-0.280,-0.301,-0.326,-0.055,-0.062
0.628,-0.520,-0.938,-0.420,-0.294,-0.300,-0.327,-0.055,-0.062
0.638,-0.525,-0.941,-0.426,-0.307,-0.300,-0.327,-0.055,-0.062
0.648,-0.529,-0.944,-0.433,-0.291,-0.301,-0.327,-0.055,-0.062
0.658,-0.533,-0.947,-0.438,-0.304,-0.301,-0.327,-0.055,-0.062
0.668,-0.538,-0.950,-0.471,-0.344,-0.303,-0.330,-0.055,-0.062
0.678,-0.543,-0.954,-0.448,-0.354,-0.302,-0.330,-0.055,-0.062
0.688,-0.547,-0.957,-0.453,-0.336,-0.302,-0.329,-0.055,-0.062
0.698,-0.551,-0.961,-0.430,-0.347,-0.301,-0.330,-0.055,-0.062
0.708,-0.555,-0.964,-0.409,-0.330,-0.300,-0.329,-0.055,-0.062
0.718,-0.559,-0.967,-0.388,-0.313,-0.299,-0.328,-0.055,-0.062
0.728,-0.563,-0.970,-0.369,-0.325,-0.298,-0.329,-0.055,-0.062
0.738,-0.567,-0.973,-0.350,-0.309,-0.296,-0.328,-0.055,-0.062
0.748,-0.570,-0.976,-0.333,-0.293,-0.295,-0.327,-0.055,-0.062
0.758,-0.573,-0.979,-0.316,-0.279,-0.294,-0.326,-0.055,-0.062
0.768,-0.576,-0.982,-0.300,-0.292,-0.293,-0.327,-0.055,-0.062
0.778,-0.579,-0.985,-0.313,-0.278,-0.294,-0.326,-0.055,-0.062
0.788,-0.582,-0.987,-0.297,-0.264,-0.293,-0.325,-0.055,-0.062
0.798,-0.585,-0.990,-0.310,-0.278,-0.294,-0.326,-0.055,-0.062
0.808,-0.588,-0.993,-0.294,-0.292,-0.293,-0.327,-0.055,-0.062
0.818,-0.592,-0.996,-0.335,-0.304,-0.296,-0.328,-0.055,-0.062
0.828,-0.595,-1.000,-0.345,-0.344,-0.296,-0.330,-0.055,-0.062
0.838,-0.598,-1.003,-0.328,-0.354,-0.296,-0.331,-0.055,-0.062
0.848,-0.602,-1.007,-0.339,-0.392,-0.296,-0.333,-0.055,-0.062
0.858,-0.605,-1.011,-0.377,-0.372,-0.298,-0.332,-0.055,-0.062
0.868,-0.609,-1.015,-0.386,-0.436,-0.299,-0.335,-0.055,-0.062
0.878,-0.614,-1.020,-0.449,-0.469,-0.303,-0.337,-0.055,-0.062
0.888,-0.618,-1.025,-0.454,-0.500,-0.304,-0.339,-0.055,-0.062
0.898,-0.623,-1.030,-0.486,-0.530,-0.306,-0.341,-0.055,-0.062
0.908,-0.628,-1.036,-0.462,-0.531,-0.304,-0.341,-0.055,-0.062
0.918,-0.632,-1.041,-0.466,-0.532,-0.305,-0.341,-0.055,-0.062
0.928,-0.637,-1.046,-0.443,-0.506,-0.303,-0.340,-0.055,-0.062
0.938,-0.641,-1.051,-0.448,-0.535,-0.304,-0.341,-0.055,-0.062
0.948,-0.646,-1.056,-0.481,-0.509,-0.305,-0.340,-0.055,-0.062
0.958,-0.651,-1.061,-0.484,-0.511,-0.305,-0.340,-0.055,-0.062
0.968,-0.656,-1.066,-0.460,-0.485,-0.304,-0.339,-0.055,-0.062
0.978,-0.660,-1.071,-0.437,-0.488,-0.303,-0.339,-0.055,-0.062
0.988,-0.664,-1.076,-0.443,-0.491,-0.303,-0.339,-0.055,-0.062
0.998,-0.669,-1.081,-0.448,-0.467,-0.303,-0.338,-0.055,-0.062
1.008,-0.673,-1.086,-0.425,-0.498,-0.302,-0.340,-0.055,-0.062
1.018,-0.677,-1.091,-0.432,-0.501,-0.302,-0.340,-0.055,-0.062
1.028,-0.682,-1.095,-0.438,-0.476,-0.303,-0.339,-0.055,-0.062
1.038,-0.686,-1.100,-0.443,-0.480,-0.303,-0.339,-0.055,-0.062
1.048,-0.690,-1.105,-0.421,-0.456,-0.302,-0.338,-0.055,-0.062
1.058,-0.694,-1.109,-0.400,-0.460,-0.300,-0.338,-0.055,-0.062
1.068,-0.699,-1.114,-0.407,-0.437,-0.301,-0.337,-0.055,-0.062
1.078,-0.703,-1.118,-0.415,-0.415,-0.301,-0.336,-0.055,-0.062
1.088,-0.707,-1.122,-0.421,-0.422,-0.301,-0.336,-0.055,-0.062
1.098,-0.711,-1.126,-0.428,-0.401,-0.302,-0.335,-0.055,-0.062
1.108,-0.715,-1.130,-0.406,-0.408,-0.300,-0.336,-0.055,-0.062
1.118,-0.719,-1.134,-0.386,-0.388,-0.299,-0.335,-0.055,-0.062
1.128,-0.723,-1.138,-0.394,-0.423,-0.300,-0.337,-0.055,-0.062
1.138,-0.727,-1.142,-0.402,-0.402,-0.300,-0.336,-0.055,-0.062
1.148,-0.731,-1.147,-0.382,-0.410,-0.299,-0.336,-0.055,-0.062
1.158,-0.735,-1.151,-0.418,-0.417,-0.301,-0.337,-0.055,-0.062
1.168,-0.739,-1.155,-0.424,-0.423,-0.302,-0.337,-0.055,-0.062
1.178,-0.744,-1.159,-0.430,-0.402,-0.302,-0.336,-0.055,-0.062
1.188,-0.748,-1.163,-0.409,-0.409,-0.301,-0.336,-0.055,-0.062
1.198,-0.752,-1.167,-0.388,-0.416,-0.300,-0.337,-0.055,-0.062
1.208,-0.756,-1.171,-0.397,-0.396,-0.300,-0.336,-0.055,-0.062
1.218,-0.759,-1.175,-0.377,-0.431,-0.299,-0.338,-0.055,-0.062
1.228,-0.763,-1.180,-0.385,-0.409,-0.299,-0.337,-0.055,-0.062
1.238,-0.767,-1.184,-0.394,-0.416,-0.300,-0.337,-0.055,-0.062
1.248,-0.771,-1.188,-0.374,-0.423,-0.299,-0.337,-0.055,-0.062
1.258,-0.774,-1.192,-0.355,-0.402,-0.298,-0.336,-0.055,-0.062
1.268,-0.778,-1.196,-0.337,-0.382,-0.296,-0.335,-0.055,-0.062
1.278,-0.781,-1.199,-0.321,-0.363,-0.295,-0.334,-0.055,-0.062
1.288,-0.784,-1.203,-0.305,-0.372,-0.294,-0.335,-0.055,-0.062
1.298,-0.787,-1.207,-0.289,-0.353,-0.293,-0.334,-0.055,-0.062
1.308,-0.790,-1.210,-0.275,-0.336,-0.292,-0.333,-0.055,-0.062
1.318,-0.792,-1.213,-0.261,-0.319,-0.292,-0.332,-0.055,-0.062
1.328,-0.794,-1.217,-0.221,-0.330,-0.289,-0.333,-0.055,-0.062
1.338,-0.797,-1.220,-0.210,-0.369,-0.289,-0.335,-0.055,-0.062
1.348,-0.798,-1.224,-0.172,-0.350,-0.287,-0.334,-0.055,-0.062
1.358,-0.800,-1.228,-0.163,-0.415,-0.287,-0.337,-0.055,-0.062
1.368,-0.801,-1.232,-0.127,-0.449,-0.285,-0.339,-0.055,-0.062
1.378,-0.802,-1.237,-0.121,-0.482,-0.284,-0.341,-0.055,-0.062
1.388,-0.804,-1.242,-0.142,-0.485,-0.286,-0.341,-0.055,-0.062
1.398,-0.805,-1.247,-0.135,-0.516,-0.285,-0.343,-0.055,-0.062
1.408,-0.806,-1.253,-0.129,-0.545,-0.285,-0.345,-0.055,-0.062
1.418,-0.808,-1.258,-0.122,-0.518,-0.284,-0.343,-0.055,-0.062
1.428,-0.809,-1.264,-0.116,-0.574,-0.284,-0.346,-0.055,-0.062
1.438,-0.810,-1.269,-0.083,-0.573,-0.282,-0.346,-0.055,-0.062
1.448,-0.811,-1.275,-0.106,-0.599,-0.284,-0.348,-0.055,-0.062
1.458,-0.812,-1.282,-0.101,-0.624,-0.283,-0.350,-0.055,-0.062
1.468,-0.813,-1.288,-0.096,-0.621,-0.283,-0.350,-0.055,-0.062
1.478,-0.814,-1.294,-0.091,-0.617,-0.283,-0.350,-0.055,-0.062
1.488,-0.814,-1.300,-0.086,-0.586,-0.282,-0.348,-0.055,-0.062
1.498,-0.815,-1.306,-0.082,-0.639,-0.282,-0.351,-0.055,-0.062
1.508,-0.816,-1.313,-0.051,-0.662,-0.280,-0.352,-0.055,-0.062
1.518,-0.816,-1.319,-0.021,-0.657,-0.278,-0.352,-0.055,-0.062
1.528,-0.816,-1.326,0.008,-0.651,-0.276,-0.352,-0.055,-0.062
1.538,-0.816,-1.332,0.008,-0.646,-0.276,-0.352,-0.055,-0.062
1.548,-0.816,-1.339,0.007,-0.669,-0.276,-0.353,-0.055,-0.062
1.558,-0.815,-1.345,0.034,-0.635,-0.274,-0.352,-0.055,-0.062
1.568,-0.815,-1.352,0.060,-0.658,-0.273,-0.353,-0.055,-0.062
1.578,-0.814,-1.358,0.085,-0.653,-0.271,-0.353,-0.055,-0.063
1.588,-0.813,-1.365,0.080,-0.648,-0.271,-0.353,-0.055,-0.063
1.598,-0.812,-1.371,0.076,-0.643,-0.271,-0.353,-0.055,-0.063
1.608,-0.812,-1.378,0.072,-0.638,-0.271,-0.353,-0.055,-0.063
1.618,-0.811,-1.384,0.096,-0.606,-0.270,-0.351,-0.055,-0.063
1.628,-0.810,-1.390,0.091,-0.631,-0.270,-0.353,-0.055,-0.063
1.638,-0.809,-1.397,0.114,-0.654,-0.268,-0.354,-0.055,-0.063
1.648,-0.807,-1.403,0.136,-0.622,-0.267,-0.352,-0.055,-0.063
1.658,-0.806,-1.409,0.157,-0.618,-0.265,-0.352,-0.055,-0.063
1.668,-0.804,-1.415,0.149,-0.615,-0.266,-0.352,-0.055,-0.063
1.678,-0.803,-1.421,0.141,-0.611,-0.266,-0.352,-0.055,-0.063
1.688,-0.801,-1.427,0.134,-0.608,-0.266,-0.353,-0.055,-0.063
1.698,-0.800,-1.433,0.155,-0.578,-0.264,-0.351,-0.055,-0.063
1.708,-0.798,-1.439,0.175,-0.604,-0.263,-0.353,-0.055,-0.063
1.718,-0.796,-1.445,0.194,-0.601,-0.262,-0.353,-0.055,-0.063
1.728,-0.794,-1.451,0.184,-0.599,-0.262,-0.353,-0.055,-0.063
1.738,-0.793,-1.457,0.175,-0.596,-0.263,-0.353,-0.055,-0.063
1.748,-0.791,-1.463,0.166,-0.566,-0.263,-0.351,-0.055,-0.063
1.758,-0.789,-1.468,0.158,-0.565,-0.263,-0.352,-0.055,-0.063
1.768,-0.788,-1.474,0.150,-0.537,-0.263,-0.350,-0.054,-0.063
1.778,-0.787,-1.480,0.142,-0.565,-0.264,-0.352,-0.054,-0.063
1.788,-0.786,-1.485,0.080,-0.564,-0.267,-0.352,-0.054,-0.063
1.798,-0.785,-1.491,0.049,-0.536,-0.268,-0.351,-0.054,-0.064
1.808,-0.785,-1.496,0.046,-0.537,-0.268,-0.351,-0.054,-0.064
1.818,-0.784,-1.501,0.044,-0.537,-0.268,-0.351,-0.054,-0.064
1.828,-0.784,-1.507,0.014,-0.538,-0.270,-0.352,-0.054,-0.064
1.838,-0.784,-1.512,-0.014,-0.511,-0.271,-0.351,-0.054,-0.064
1.848,-0.784,-1.517,-0.013,-0.513,-0.271,-0.351,-0.054,-0.064
1.858,-0.785,-1.522,-0.012,-0.515,-0.271,-0.351,-0.054,-0.064
1.868,-0.785,-1.527,-0.012,-0.489,-0.271,-0.350,-0.054,-0.064
1.878,-0.785,-1.532,-0.011,-0.492,-0.270,-0.350,-0.054,-0.064
1.888,-0.785,-1.537,-0.011,-0.495,-0.270,-0.350,-0.054,-0.064
1.898,-0.785,-1.542,0.017,-0.470,-0.268,-0.349,-0.054,-0.064
1.908,-0.784,-1.546,0.044,-0.447,-0.267,-0.348,-0.054,-0.064
1.918,-0.784,-1.550,0.042,-0.452,-0.267,-0.348,-0.054,-0.064
1.928,-0.783,-1.555,0.067,-0.457,-0.265,-0.349,-0.054,-0.064
1.938,-0.783,-1.559,0.064,-0.434,-0.265,-0.348,-0.054,-0.064
1.948,-0.782,-1.564,0.033,-0.440,-0.267,-0.348,-0.054,-0.064
1.958,-0.782,-1.568,0.031,-0.418,-0.267,-0.347,-0.054,-0.064
1.968,-0.782,-1.572,0.002,-0.424,-0.268,-0.348,-0.054,-0.064
1.978,-0.782,-1.576,-0.025,-0.403,-0.269,-0.347,-0.054,-0.064
1.988,-0.783,-1.580,-0.051,-0.410,-0.271,-0.347,-0.054,-0.064
1.998,-0.784,-1.584,-0.104,-0.390,-0.274,-0.346,-0.053,-0.064
2.008,-0.785,-1.588,-0.099,-0.398,-0.273,-0.347,-0.053,-0.064
2.018,-0.786,-1.592,-0.121,-0.378,-0.274,-0.346,-0.053,-0.065
2.028,-0.787,-1.596,-0.115,-0.387,-0.274,-0.347,-0.053,-0.065
2.038,-0.788,-1.600,-0.137,-0.367,-0.275,-0.346,-0.053,-0.065
2.048,-0.790,-1.603,-0.157,-0.349,-0.276,-0.345,-0.053,-0.065
2.058,-0.792,-1.607,-0.204,-0.359,-0.279,-0.346,-0.053,-0.065
2.068,-0.794,-1.610,-0.222,-0.341,-0.280,-0.345,-0.053,-0.065
2.078,-0.797,-1.614,-0.238,-0.351,-0.281,-0.346,-0.053,-0.065
2.088,-0.799,-1.617,-0.226,-0.334,-0.280,-0.345,-0.053,-0.065
2.098,-0.801,-1.620,-0.215,-0.317,-0.279,-0.344,-0.053,-0.065
2.108,-0.803,-1.623,-0.232,-0.329,-0.280,-0.345,-0.053,-0.065
2.118,-0.806,-1.626,-0.247,-0.312,-0.281,-0.344,-0.053,-0.065
2.128,-0.808,-1.629,-0.263,-0.297,-0.282,-0.343,-0.053,-0.065
2.138,-0.811,-1.633,-0.277,-0.309,-0.283,-0.344,-0.053,-0.065
2.148,-0.814,-1.635,-0.291,-0.294,-0.283,-0.343,-0.053,-0.065
2.158,-0.817,-1.638,-0.303,-0.279,-0.284,-0.342,-0.053,-0.065
2.168,-0.820,-1.641,-0.288,-0.265,-0.283,-0.342,-0.053,-0.065
2.178,-0.823,-1.644,-0.274,-0.279,-0.282,-0.342,-0.053,-0.065
2.188,-0.826,-1.646,-0.288,-0.265,-0.283,-0.342,-0.053,-0.065
2.198,-0.829,-1.649,-0.301,-0.252,-0.284,-0.341,-0.053,-0.065
2.208,-0.832,-1.651,-0.313,-0.240,-0.284,-0.340,-0.053,-0.065
2.218,-0.835,-1.654,-0.325,-0.255,-0.285,-0.341,-0.053,-0.065
2.228,-0.838,-1.656,-0.309,-0.242,-0.284,-0.341,-0.053,-0.065
2.238,-0.841,-1.659,-0.293,-0.230,-0.283,-0.340,-0.053,-0.065
2.248,-0.844,-1.661,-0.306,-0.219,-0.284,-0.339,-0.053,-0.065
2.258,-0.847,-1.663,-0.318,-0.208,-0.284,-0.339,-0.053,-0.065
2.268,-0.851,-1.665,-0.330,-0.225,-0.285,-0.340,-0.053,-0.065
2.278,-0.854,-1.667,-0.313,-0.214,-0.284,-0.339,-0.053,-0.065
2.288,-0.857,-1.669,-0.325,-0.203,-0.285,-0.339,-0.053,-0.065
2.298,-0.860,-1.671,-0.336,-0.193,-0.286,-0.338,-0.053,-0.065
2.308,-0.864,-1.673,-0.320,-0.183,-0.285,-0.338,-0.053,-0.065
2.318,-0.867,-1.675,-0.304,-0.201,-0.284,-0.339,-0.053,-0.065
2.328,-0.870,-1.677,-0.316,-0.191,-0.284,-0.338,-0.053,-0.065
2.338,-0.873,-1.679,-0.300,-0.182,-0.284,-0.338,-0.053,-0.065
2.348,-0.876,-1.680,-0.340,-0.173,-0.286,-0.337,-0.053,-0.065
2.358,-0.879,-1.682,-0.323,-0.164,-0.285,-0.337,-0.053,-0.065
2.368,-0.883,-1.684,-0.334,-0.156,-0.285,-0.336,-0.053,-0.065
2.378,-0.886,-1.685,-0.318,-0.176,-0.285,-0.337,-0.053,-0.065
2.388,-0.889,-1.687,-0.302,-0.167,-0.284,-0.337,-0.053,-0.065
2.398,-0.892,-1.689,-0.314,-0.158,-0.284,-0.336,-0.053,-0.065
2.408,-0.895,-1.690,-0.298,-0.150,-0.284,-0.336,-0.053,-0.065
2.418,-0.898,-1.692,-0.311,-0.143,-0.284,-0.336,-0.053,-0.065
2.428,-0.901,-1.693,-0.323,-0.136,-0.285,-0.335,-0.053,-0.065
2.438,-0.904,-1.694,-0.307,-0.129,-0.284,-0.335,-0.053,-0.065
2.448,-0.907,-1.696,-0.291,-0.150,-0.283,-0.336,-0.053,-0.065
2.458,-0.910,-1.697,-0.304,-0.143,-0.284,-0.336,-0.053,-0.065
2.468,-0.913,-1.699,-0.289,-0.135,-0.283,-0.335,-0.053,-0.065
2.478,-0.916,-1.700,-0.302,-0.129,-0.284,-0.335,-0.053,-0.065
2.488,-0.919,-1.701,-0.314,-0.122,-0.285,-0.335,-0.053,-0.065
2.498,-0.922,-1.702,-0.299,-0.116,-0.284,-0.334,-0.053,-0.065
2.508,-0.926,-1.703,-0.311,-0.110,-0.285,-0.334,-0.053,-0.065
2.518,-0.929,-1.704,-0.296,-0.077,-0.283,-0.332,-0.053,-0.065
2.528,-0.931,-1.705,-0.226,-0.046,-0.279,-0.330,-0.053,-0.065
2.538,-0.932,-1.705,-0.132,-0.044,-0.274,-0.330,-0.053,-0.065
2.548,-0.932,-1.704,0.012,0.096,-0.265,-0.322,-0.053,-0.066
2.558,-0.931,-1.702,0.066,0.173,-0.261,-0.318,-0.053,-0.066
2.568,-0.930,-1.700,0.118,0.247,-0.258,-0.314,-0.053,-0.066
2.578,-0.929,-1.697,0.139,0.317,-0.256,-0.310,-0.053,-0.066
2.588,-0.927,-1.693,0.132,0.356,-0.256,-0.308,-0.053,-0.066
2.598,-0.926,-1.689,0.181,0.393,-0.254,-0.305,-0.053,-0.066
2.608,-0.924,-1.685,0.172,0.374,-0.254,-0.306,-0.053,-0.066
2.618,-0.922,-1.681,0.163,0.410,-0.254,-0.304,-0.053,-0.066
2.628,-0.921,-1.677,0.127,0.389,-0.257,-0.305,-0.053,-0.066
2.638,-0.920,-1.674,0.094,0.370,-0.259,-0.306,-0.053,-0.066
2.648,-0.920,-1.670,0.034,0.351,-0.262,-0.307,-0.053,-0.066
2.658,-0.919,-1.667,0.032,0.334,-0.263,-0.308,-0.053,-0.066
2.668,-0.919,-1.665,0.031,0.180,-0.264,-0.316,-0.053,-0.066
2.678,-0.920,-1.663,-0.053,0.171,-0.269,-0.317,-0.053,-0.066
2.688,-0.920,-1.662,-0.078,0.107,-0.271,-0.320,-0.053,-0.065
2.698,-0.922,-1.662,-0.157,0.075,-0.275,-0.322,-0.053,-0.065
2.708,-0.924,-1.661,-0.176,0.043,-0.277,-0.324,-0.053,-0.065
2.718,-0.925,-1.661,-0.167,0.014,-0.277,-0.326,-0.053,-0.065
2.728,-0.927,-1.661,-0.159,-0.014,-0.276,-0.327,-0.053,-0.065
2.738,-0.929,-1.661,-0.179,-0.014,-0.277,-0.327,-0.053,-0.065
2.748,-0.931,-1.662,-0.197,-0.040,-0.279,-0.329,-0.053,-0.065
2.758,-0.933,-1.663,-0.242,-0.093,-0.282,-0.331,-0.053,-0.065
2.768,-0.936,-1.664,-0.258,-0.116,-0.283,-0.333,-0.053,-0.065
2.778,-0.938,-1.665,-0.272,-0.138,-0.284,-0.334,-0.053,-0.065
2.788,-0.941,-1.666,-0.259,-0.131,-0.283,-0.334,-0.053,-0.065
2.798,-0.944,-1.668,-0.246,-0.124,-0.282,-0.333,-0.053,-0.065
2.808,-0.946,-1.669,-0.261,-0.118,-0.283,-0.333,-0.053,-0.065
2.818,-0.949,-1.670,-0.248,-0.112,-0.282,-0.332,-0.053,-0.065
2.828,-0.951,-1.671,-0.208,-0.107,-0.280,-0.332,-0.053,-0.065
2.838,-0.952,-1.672,-0.170,-0.074,-0.278,-0.330,-0.053,-0.065
2.848,-0.954,-1.672,-0.134,-0.015,-0.275,-0.327,-0.053,-0.065
2.858,-0.955,-1.672,-0.127,0.013,-0.275,-0.325,-0.053,-0.065
2.868,-0.956,-1.671,-0.121,0.040,-0.274,-0.324,-0.053,-0.065
2.878,-0.957,-1.671,-0.115,0.038,-0.274,-0.324,-0.053,-0.065
2.888,-0.958,-1.671,-0.109,0.036,-0.274,-0.324,-0.053,-0.065
2.898,-0.960,-1.670,-0.131,0.062,-0.275,-0.323,-0.053,-0.065
2.908,-0.961,-1.670,-0.125,0.031,-0.275,-0.324,-0.053,-0.065
2.918,-0.962,-1.669,-0.146,0.030,-0.276,-0.324,-0.053,-0.065
2.928,-0.964,-1.669,-0.166,0.001,-0.277,-0.326,-0.053,-0.065
2.938,-0.966,-1.670,-0.158,-0.027,-0.277,-0.327,-0.053,-0.065
2.948,-0.967,-1.670,-0.150,-0.026,-0.277,-0.327,-0.053,-0.065
2.958,-0.969,-1.670,-0.170,-0.024,-0.278,-0.327,-0.053,-0.065
2.968,-0.971,-1.670,-0.189,-0.023,-0.279,-0.327,-0.053,-0.065
2.978,-0.973,-1.670,-0.207,0.006,-0.280,-0.326,-0.053,-0.065
2.988,-0.975,-1.670,-0.196,0.005,-0.279,-0.326,-0.053,-0.065
2.998,-0.977,-1.670,-0.214,0.032,-0.280,-0.324,-0.053,-0.065
3.008,-0.979,-1.670,-0.203,0.031,-0.280,-0.324,-0.053,-0.065
3.018,-0.981,-1.669,-0.193,0.029,-0.279,-0.324,-0.053,-0.065
3.028,-0.983,-1.669,-0.211,0.028,-0.280,-0.324,-0.053,-0.065
3.038,-0.986,-1.669,-0.283,-0.028,-0.285,-0.328,-0.053,-0.065
3.048,-0.989,-1.670,-0.296,-0.055,-0.286,-0.329,-0.054,-0.065
3.058,-0.992,-1.671,-0.336,-0.107,-0.289,-0.332,-0.054,-0.065
3.068,-0.996,-1.673,-0.374,-0.156,-0.291,-0.335,-0.054,-0.065
3.078,-1.000,-1.675,-0.356,-0.203,-0.290,-0.337,-0.054,-0.065
3.088,-1.003,-1.677,-0.365,-0.221,-0.291,-0.338,-0.054,-0.065
3.098,-1.007,-1.679,-0.402,-0.210,-0.293,-0.338,-0.054,-0.065
3.108,-1.012,-1.682,-0.492,-0.282,-0.299,-0.342,-0.054,-0.065
3.118,-1.017,-1.685,-0.495,-0.322,-0.299,-0.344,-0.054,-0.065
3.128,-1.022,-1.688,-0.525,-0.334,-0.301,-0.345,-0.054,-0.065
3.138,-1.028,-1.691,-0.526,-0.317,-0.301,-0.344,-0.054,-0.065
3.148,-1.033,-1.695,-0.500,-0.356,-0.300,-0.346,-0.054,-0.065
3.158,-1.038,-1.699,-0.502,-0.366,-0.300,-0.346,-0.054,-0.065
3.168,-1.043,-1.702,-0.505,-0.348,-0.300,-0.345,-0.054,-0.065
3.178,-1.048,-1.706,-0.534,-0.385,-0.302,-0.348,-0.054,-0.065
