Time,L_IMU_Ang,R_IMU_Ang,L_IMU_Vel,R_IMU_Vel,L_Cmd,R_Cmd,L_Action,R_Action
373.346,-30.698,0.337,69.996,-119.673,2.803,-6.502,-0.303,0.176
373.356,-29.972,-0.938,72.566,-127.504,2.962,-6.979,-0.303,0.178
373.366,-29.283,-2.288,68.938,-134.999,2.741,-7.458,-0.302,0.175
373.376,-28.568,-3.703,71.479,-141.570,2.904,-7.860,-0.301,0.175
373.386,-27.835,-5.168,73.316,-146.439,3.029,-8.162,-0.299,0.175
373.396,-27.028,-6.671,80.636,-150.323,3.494,-8.386,-0.296,0.178
373.406,-26.262,-8.208,76.604,-153.711,3.264,-8.621,-0.293,0.173
373.416,-25.408,-9.767,85.463,-155.858,3.829,-8.735,-0.289,0.176
373.426,-24.529,-11.338,87.837,-157.102,3.995,-8.822,-0.285,0.174
373.436,-23.695,-12.913,83.445,-157.514,3.749,-8.884,-0.280,0.167
373.446,-22.839,-14.484,85.562,-157.109,3.902,-8.876,-0.276,0.164
373.456,-21.905,-16.042,93.452,-155.845,4.409,-8.801,-0.272,0.163
373.466,-20.958,-17.580,94.629,-153.793,4.508,-8.704,-0.266,0.157
373.476,-20.002,-19.041,95.583,-146.104,4.599,-8.285,-0.260,0.146
373.486,-19.094,-20.480,90.804,-143.825,4.332,-8.197,-0.254,0.136
373.496,-18.114,-21.888,98.047,-140.808,4.784,-8.057,-0.253,0.126
373.506,-17.182,-23.281,93.144,-139.316,4.509,-8.021,-0.248,0.115
373.516,-16.243,-24.615,93.925,-133.366,4.580,-7.733,-0.243,0.099
373.526,-15.236,-25.878,100.710,-126.341,5.001,-7.394,-0.243,0.080
373.536,-14.222,-27.067,101.387,-118.925,5.063,-7.042,-0.239,0.059
373.546,-13.201,-28.182,102.168,-111.496,5.132,-6.690,-0.235,0.038
373.556,-12.176,-29.219,102.470,-103.696,5.177,-6.314,-0.229,0.017
373.566,-11.148,-30.175,102.785,-95.545,5.236,-5.920,-0.221,-0.005
373.576,-10.172,-31.046,97.646,-87.170,5.007,-5.516,-0.204,-0.027
373.586,-9.193,-31.831,97.817,-78.472,5.076,-5.094,-0.192,-0.050
373.596,-8.167,-32.526,102.594,-69.495,5.394,-4.656,-0.187,-0.074
373.606,-7.147,-33.129,101.997,-60.307,5.405,-4.186,-0.178,-0.093
373.616,-6.136,-33.641,101.126,-51.194,5.410,-3.706,-0.166,-0.109
373.626,-5.176,-34.063,96.070,-42.180,5.203,-3.234,-0.145,-0.126
373.636,-4.190,-34.464,98.573,-40.071,5.367,-3.135,-0.143,-0.133
373.646,-3.253,-34.719,93.644,-25.570,5.199,-2.344,-0.116,-0.153
373.656,-2.336,-34.904,91.763,-18.497,5.161,-1.963,-0.100,-0.164
373.666,-1.430,-35.028,90.526,-12.408,5.151,-1.633,-0.087,-0.173
373.676,-0.567,-35.102,86.302,-7.393,4.987,-1.369,-0.068,-0.183
373.686,0.252,-35.136,81.987,-3.398,4.816,-1.158,-0.049,-0.190
373.696,1.010,-35.135,75.745,0.123,4.547,-0.978,-0.025,-0.197
373.706,1.702,-35.099,69.239,3.577,4.260,-0.802,-0.003,-0.204
373.716,2.360,-35.026,65.777,7.353,4.125,-0.596,0.013,-0.210
373.726,2.947,-34.908,58.725,11.765,3.811,-0.363,0.037,-0.218
373.736,3.387,-34.796,44.006,11.177,3.063,-0.441,0.069,-0.226
373.746,3.805,-34.576,41.806,22.043,3.024,0.183,0.089,-0.235
373.756,4.040,-34.366,23.483,20.941,2.050,0.072,0.120,-0.244
373.766,4.172,-34.085,13.135,28.134,1.540,0.462,0.146,-0.255
373.776,4.200,-33.787,2.838,29.803,0.983,0.531,0.162,-0.262
373.786,4.227,-33.474,2.696,31.307,0.980,0.622,0.163,-0.262
373.796,4.153,-33.149,-7.381,32.516,0.415,0.662,0.174,-0.269
373.806,3.881,-32.809,-27.255,33.939,-0.719,0.682,0.193,-0.282
373.816,3.514,-32.450,-36.658,35.922,-1.265,0.770,0.199,-0.289
373.826,3.053,-32.063,-46.141,38.713,-1.816,0.904,0.206,-0.297
373.836,2.499,-31.641,-55.370,42.160,-2.352,1.078,0.213,-0.305
373.846,1.854,-31.181,-64.494,46.040,-2.885,1.278,0.219,-0.313
373.856,1.241,-30.685,-61.269,49.643,-2.697,1.497,0.217,-0.313
373.866,0.540,-30.213,-70.099,47.161,-3.257,1.340,0.214,-0.314
373.876,-0.364,-29.640,-90.434,57.300,-4.426,1.864,0.231,-0.334
373.886,-1.347,-29.025,-98.245,61.521,-4.897,2.089,0.233,-0.341
373.896,-2.420,-28.371,-107.312,65.339,-5.448,2.290,0.235,-0.348
373.906,-3.439,-27.682,-101.947,68.938,-5.141,2.512,0.230,-0.348
373.916,-4.682,-26.951,-124.315,73.072,-6.489,2.705,0.236,-0.361
373.926,-5.863,-26.189,-118.100,76.203,-6.136,2.901,0.230,-0.360
373.936,-7.116,-25.404,-125.241,78.545,-6.588,3.028,0.228,-0.364
373.946,-8.557,-24.598,-144.137,80.550,-7.754,3.119,0.228,-0.370
373.956,-10.056,-23.767,-149.922,83.114,-8.132,3.266,0.224,-0.373
373.966,-11.605,-22.978,-154.840,78.959,-8.503,3.044,0.210,-0.366
373.976,-13.194,-22.087,-158.936,89.018,-8.731,3.605,0.215,-0.378
373.986,-14.817,-21.168,-162.305,91.901,-8.964,3.774,0.210,-0.379
373.996,-16.359,-20.218,-154.190,94.996,-8.504,3.970,0.202,-0.378
374.006,-17.922,-19.316,-156.341,90.246,-8.716,3.725,0.186,-0.369
374.016,-19.583,-18.314,-166.074,100.181,-9.284,4.271,0.193,-0.382
374.026,-21.236,-17.302,-165.269,101.187,-9.280,4.350,0.184,-0.379
374.036,-22.864,-16.341,-162.856,96.128,-9.224,4.107,0.165,-0.365
374.046,-24.456,-15.297,-159.190,104.368,-8.998,4.582,0.165,-0.372
374.056,-26.002,-14.241,-154.554,105.604,-8.765,4.683,0.154,-0.367
374.066,-27.470,-13.172,-146.826,106.943,-8.346,4.798,0.143,-0.360
374.076,-28.881,-12.089,-141.133,108.242,-8.048,4.908,0.132,-0.354
374.086,-30.218,-10.995,-133.636,109.477,-7.644,5.020,0.120,-0.347
374.096,-31.464,-9.890,-124.593,110.458,-7.154,5.125,0.107,-0.338
374.106,-32.620,-8.780,-115.644,111.060,-6.674,5.211,0.092,-0.328
374.116,-33.681,-7.666,-106.126,111.329,-6.169,5.286,0.076,-0.317
374.126,-34.650,-6.554,-96.837,111.174,-5.683,5.339,0.059,-0.304
374.136,-35.570,-5.451,-91.996,110.367,-5.458,5.345,0.044,-0.293
374.146,-36.398,-4.361,-82.864,108.968,-4.993,5.336,0.024,-0.278
374.156,-37.067,-3.289,-66.883,107.200,-4.141,5.335,-0.003,-0.256
374.166,-37.625,-2.238,-55.739,105.109,-3.568,5.302,-0.026,-0.237
374.176,-38.069,-1.212,-44.410,102.655,-2.993,5.245,-0.051,-0.218
374.186,-38.410,-0.212,-34.087,99.939,-2.475,5.171,-0.074,-0.199
374.196,-38.666,0.757,-25.681,96.919,-2.064,5.078,-0.096,-0.180
374.206,-38.910,1.691,-24.397,93.364,-2.044,4.931,-0.108,-0.166
374.216,-39.081,2.584,-17.025,89.328,-1.686,4.778,-0.127,-0.147
374.226,-39.137,3.433,-5.681,84.861,-1.104,4.615,-0.151,-0.124
374.236,-39.146,4.228,-0.865,79.492,-0.884,4.387,-0.166,-0.104
374.246,-39.108,4.983,3.792,75.518,-0.661,4.225,-0.179,-0.087
374.256,-39.023,5.680,8.491,69.682,-0.444,3.968,-0.194,-0.066
374.266,-38.895,6.341,12.818,66.198,-0.228,3.822,-0.204,-0.053
374.276,-38.773,6.893,12.177,55.170,-0.318,3.273,-0.214,-0.026
374.286,-38.658,7.285,11.569,39.146,-0.414,2.459,-0.226,0.009
374.296,-38.412,7.657,24.586,37.188,0.340,2.383,-0.235,0.018
374.306,-38.147,7.926,26.488,26.952,0.424,1.860,-0.242,0.039
374.316,-37.895,8.182,25.163,25.604,0.343,1.792,-0.242,0.042
374.326,-37.656,8.233,23.905,5.125,0.213,0.698,-0.252,0.076
374.336,-37.354,8.183,30.235,-5.019,0.566,0.149,-0.260,0.092
374.346,-37.067,7.939,28.724,-24.378,0.419,-0.938,-0.271,0.113
374.356,-36.754,7.608,31.297,-33.184,0.552,-1.435,-0.276,0.123
374.366,-36.342,7.190,41.186,-41.742,1.132,-1.905,-0.282,0.134
374.376,-35.880,6.794,46.213,-39.655,1.452,-1.782,-0.280,0.133
374.386,-35.368,6.205,51.126,-58.876,1.703,-2.877,-0.290,0.151
374.396,-34.807,5.535,56.177,-67.029,1.998,-3.346,-0.294,0.158
374.406,-34.197,4.781,60.977,-75.378,2.282,-3.834,-0.296,0.164
374.416,-33.618,3.949,57.928,-83.172,2.090,-4.311,-0.297,0.164
374.426,-32.997,3.045,62.090,-90.357,2.342,-4.737,-0.298,0.168
374.436,-32.264,2.059,73.268,-98.638,3.023,-5.210,-0.300,0.175
374.446,-31.497,0.986,76.663,-107.356,3.228,-5.732,-0.300,0.178
374.456,-30.701,-0.171,79.641,-115.639,3.411,-6.232,-0.301,0.181
374.466,-29.884,-1.403,81.647,-123.206,3.536,-6.693,-0.300,0.182
374.476,-29.055,-2.702,82.975,-129.872,3.624,-7.103,-0.299,0.182
374.486,-28.266,-3.935,78.827,-123.378,3.405,-6.737,-0.292,0.175
374.496,-27.463,-5.234,80.323,-129.871,3.503,-7.137,-0.291,0.175
374.506,-26.579,-6.697,88.420,-146.257,3.986,-8.117,-0.294,0.182
374.516,-25.674,-8.196,90.508,-149.958,4.132,-8.349,-0.291,0.181
374.526,-24.746,-9.726,92.794,-152.979,4.289,-8.544,-0.287,0.179
374.536,-23.800,-11.279,94.636,-155.328,4.419,-8.702,-0.284,0.177
374.546,-22.838,-12.845,96.112,-156.570,4.531,-8.796,-0.280,0.173
374.556,-21.925,-14.409,91.306,-156.432,4.261,-8.827,-0.275,0.165
374.566,-20.998,-15.961,92.701,-155.202,4.372,-8.776,-0.270,0.160
374.576,-19.992,-17.494,100.673,-153.292,4.884,-8.673,-0.266,0.157
374.586,-18.972,-19.002,101.929,-150.764,4.985,-8.559,-0.261,0.149
374.596,-18.004,-20.476,96.832,-147.373,4.701,-8.409,-0.255,0.137
374.606,-16.961,-21.906,104.296,-142.998,5.166,-8.197,-0.254,0.125
374.616,-15.912,-23.280,104.903,-137.386,5.218,-7.928,-0.251,0.110
374.626,-14.915,-24.587,99.658,-130.737,4.934,-7.606,-0.243,0.092
374.636,-13.914,-25.816,100.196,-122.909,4.990,-7.228,-0.239,0.071
374.646,-12.854,-26.964,105.925,-114.813,5.345,-6.842,-0.238,0.049
374.656,-11.798,-28.032,105.628,-106.793,5.354,-6.456,-0.233,0.027
374.666,-10.747,-29.017,105.071,-98.487,5.358,-6.051,-0.225,0.005
374.676,-9.749,-29.915,99.817,-89.855,5.114,-5.630,-0.209,-0.017
374.686,-8.714,-30.724,103.478,-80.830,5.375,-5.191,-0.202,-0.041
374.696,-7.731,-31.439,98.304,-71.488,5.156,-4.733,-0.182,-0.064
374.706,-6.759,-32.058,97.262,-61.953,5.156,-4.256,-0.169,-0.087
374.716,-5.761,-32.583,99.759,-52.456,5.339,-3.755,-0.163,-0.104
374.726,-4.780,-33.015,98.067,-43.242,5.306,-3.267,-0.149,-0.120
374.736,-3.821,-33.361,95.938,-34.598,5.254,-2.807,-0.133,-0.134
374.746,-2.888,-33.629,93.283,-26.743,5.178,-2.387,-0.116,-0.147
374.756,-1.989,-33.824,89.938,-19.500,5.067,-2.001,-0.096,-0.160
374.766,-1.134,-33.954,85.441,-13.032,4.895,-1.658,-0.076,-0.171
374.776,-0.319,-34.029,81.581,-7.519,4.750,-1.366,-0.057,-0.180
374.786,0.451,-34.058,76.925,-2.914,4.563,-1.125,-0.037,-0.189
374.796,1.138,-34.045,68.739,1.325,4.195,-0.909,-0.009,-0.198
374.806,1.752,-33.989,61.402,5.625,3.865,-0.685,0.015,-0.206
374.816,2.282,-33.935,52.948,5.344,3.445,-0.728,0.036,-0.212
374.826,2.719,-33.836,43.737,9.883,3.006,-0.496,0.061,-0.221
374.836,3.134,-33.633,41.550,20.321,2.967,0.100,0.081,-0.231
374.846,3.452,-33.389,31.809,24.386,2.483,0.310,0.104,-0.239
374.856,3.577,-33.117,12.421,27.286,1.463,0.429,0.139,-0.251
374.866,3.596,-32.820,1.967,29.630,0.898,0.534,0.155,-0.259
374.876,3.513,-32.503,-8.348,31.719,0.324,0.622,0.168,-0.267
374.886,3.434,-32.169,-7.931,33.429,0.350,0.727,0.168,-0.267
374.896,3.148,-31.818,-28.518,35.053,-0.823,0.756,0.187,-0.281
374.906,2.877,-31.448,-27.092,37.064,-0.743,0.880,0.186,-0.281
374.916,2.513,-31.044,-36.422,40.346,-1.275,1.042,0.195,-0.290
374.926,1.940,-30.601,-57.288,44.262,-2.483,1.206,0.210,-0.305
374.936,1.277,-30.121,-66.316,48.036,-3.013,1.401,0.216,-0.313
374.946,0.525,-29.603,-75.250,51.814,-3.542,1.598,0.220,-0.320
374.956,-0.310,-29.111,-83.435,49.224,-4.071,1.438,0.216,-0.320
374.966,-1.220,-28.522,-91.046,58.902,-4.492,1.968,0.225,-0.333
374.976,-2.085,-27.895,-86.494,62.714,-4.230,2.202,0.221,-0.334
374.986,-3.025,-27.234,-94.034,66.032,-4.689,2.377,0.223,-0.340
374.996,-4.186,-26.543,-116.057,69.130,-6.017,2.509,0.229,-0.351
375.006,-5.421,-25.817,-123.493,72.568,-6.479,2.696,0.228,-0.356
375.016,-6.726,-25.060,-130.502,75.778,-6.919,2.872,0.227,-0.361
375.026,-8.090,-24.277,-136.446,78.224,-7.304,3.010,0.223,-0.363
375.036,-9.498,-23.468,-140.720,80.877,-7.588,3.162,0.219,-0.366
375.046,-10.834,-22.628,-133.684,84.002,-7.189,3.360,0.212,-0.365
375.056,-12.215,-21.755,-138.013,87.328,-7.472,3.550,0.209,-0.368
375.066,-13.750,-20.845,-153.552,90.981,-8.428,3.742,0.209,-0.375
375.076,-15.313,-19.896,-156.312,94.947,-8.617,3.970,0.206,-0.378
375.086,-16.896,-18.907,-158.274,98.878,-8.759,4.199,0.202,-0.380
375.096,-18.490,-17.881,-159.424,102.641,-8.854,4.421,0.197,-0.383
375.106,-20.082,-16.824,-159.143,105.639,-8.868,4.607,0.191,-0.382
375.116,-21.593,-15.746,-151.186,107.828,-8.428,4.764,0.180,-0.378
375.126,-23.087,-14.722,-149.340,102.436,-8.409,4.503,0.161,-0.364
375.136,-24.595,-13.611,-150.799,111.075,-8.487,4.992,0.164,-0.372
375.146,-26.052,-12.491,-145.676,111.948,-8.230,5.076,0.152,-0.366
375.156,-27.445,-11.366,-139.299,112.586,-7.896,5.153,0.140,-0.359
375.166,-28.768,-10.235,-132.361,113.081,-7.531,5.224,0.127,-0.351
375.176,-30.016,-9.101,-124.754,113.360,-7.131,5.288,0.113,-0.342
375.186,-31.201,-7.968,-118.517,113.322,-6.815,5.333,0.100,-0.332
375.196,-32.301,-6.838,-109.982,112.984,-6.370,5.370,0.083,-0.320
375.206,-33.287,-5.713,-98.632,112.471,-5.767,5.411,0.064,-0.306
375.216,-34.175,-4.597,-88.757,111.682,-5.253,5.433,0.045,-0.292
375.226,-34.961,-3.492,-78.606,110.492,-4.728,5.438,0.025,-0.276
375.236,-35.640,-2.401,-67.947,109.033,-4.176,5.435,0.003,-0.259
375.246,-36.209,-1.329,-56.859,107.261,-3.604,5.418,-0.019,-0.240
375.256,-36.749,-0.277,-54.016,105.222,-3.499,5.357,-0.033,-0.227
375.266,-37.182,0.753,-43.295,102.927,-2.956,5.306,-0.057,-0.209
375.276,-37.428,1.756,-24.651,100.280,-1.976,5.265,-0.091,-0.185
375.286,-37.588,2.727,-15.948,97.188,-1.540,5.166,-0.111,-0.166
375.296,-37.674,3.663,-8.641,93.538,-1.182,5.032,-0.130,-0.148
375.306,-37.701,4.554,-2.633,89.080,-0.898,4.852,-0.147,-0.129
375.316,-37.681,5.392,1.975,83.830,-0.690,4.627,-0.162,-0.109
375.326,-37.662,6.188,1.877,79.638,-0.736,4.441,-0.170,-0.095
375.336,-37.606,6.896,5.628,70.768,-0.592,4.031,-0.188,-0.067
375.346,-37.471,7.525,13.449,62.917,-0.203,3.675,-0.206,-0.041
375.356,-37.301,8.065,16.979,53.976,-0.036,3.235,-0.217,-0.019
375.366,-37.098,8.505,20.387,44.054,0.126,2.740,-0.226,0.004
375.376,-36.868,8.841,22.993,33.556,0.245,2.209,-0.235,0.028
375.386,-36.625,9.067,24.261,22.622,0.291,1.644,-0.241,0.050
375.396,-36.395,9.282,23.048,21.491,0.217,1.585,-0.241,0.052
375.406,-36.157,9.282,23.735,-0.045,0.197,0.422,-0.254,0.085
375.416,-35.906,9.176,25.103,-10.535,0.248,-0.162,-0.260,0.098
375.426,-35.639,8.971,26.677,-20.528,0.314,-0.723,-0.266,0.109
375.436,-35.342,8.668,29.792,-30.268,0.476,-1.271,-0.272,0.119
375.446,-34.998,8.271,34.373,-39.741,0.730,-1.805,-0.278,0.130
375.456,-34.593,7.780,40.454,-49.097,1.078,-2.332,-0.284,0.139
375.466,-34.209,7.199,38.432,-58.096,0.937,-2.868,-0.287,0.143
375.476,-33.844,6.530,36.510,-66.891,0.804,-3.395,-0.290,0.146
375.486,-33.292,5.775,55.202,-75.494,1.929,-3.855,-0.296,0.161
375.496,-32.698,4.937,59.335,-83.859,2.174,-4.350,-0.297,0.165
375.506,-32.070,4.014,62.823,-92.218,2.382,-4.848,-0.299,0.169
375.516,-31.415,3.004,65.477,-101.038,2.539,-5.377,-0.300,0.171
375.526,-30.714,1.902,70.113,-110.159,2.818,-5.922,-0.302,0.175
375.536,-30.048,0.718,66.608,-118.493,2.601,-6.446,-0.302,0.173
375.546,-29.349,-0.545,69.897,-126.247,2.803,-6.915,-0.302,0.175
375.556,-28.558,-1.878,79.091,-133.338,3.373,-7.327,-0.301,0.180
375.566,-27.747,-3.271,81.097,-139.223,3.505,-7.689,-0.300,0.180
375.576,-26.918,-4.712,82.974,-144.154,3.632,-7.996,-0.298,0.180
375.586,-26.068,-6.199,84.951,-148.702,3.767,-8.279,-0.295,0.179
375.596,-25.261,-7.721,80.703,-152.198,3.524,-8.521,-0.291,0.174
375.606,-24.428,-9.267,83.287,-154.586,3.704,-8.672,-0.287,0.173
375.616,-23.566,-10.829,86.181,-156.168,3.900,-8.778,-0.284,0.172
375.626,-22.603,-12.397,96.374,-156.819,4.544,-8.809,-0.281,0.174
375.636,-21.617,-13.964,98.559,-156.696,4.702,-8.820,-0.276,0.170
375.646,-20.612,-15.522,100.498,-155.782,4.846,-8.788,-0.271,0.165
375.656,-19.590,-17.061,102.202,-153.953,4.976,-8.709,-0.266,0.158
375.666,-18.555,-18.574,103.464,-151.254,5.077,-8.585,-0.261,0.150
375.676,-17.573,-20.049,98.291,-147.564,4.790,-8.417,-0.255,0.138
375.686,-16.575,-21.477,99.721,-142.740,4.896,-8.181,-0.252,0.125
375.696,-15.499,-22.847,107.644,-137.004,5.381,-7.902,-0.252,0.110
375.706,-14.415,-24.146,108.359,-129.934,5.447,-7.559,-0.248,0.092
375.716,-13.327,-25.366,108.819,-122.037,5.496,-7.180,-0.244,0.070
375.726,-12.239,-26.508,108.789,-114.122,5.518,-6.803,-0.239,0.048
375.736,-11.156,-27.566,108.293,-105.862,5.515,-6.404,-0.233,0.026
375.746,-10.128,-28.538,102.878,-97.190,5.244,-5.975,-0.221,0.004
375.756,-9.150,-29.419,97.734,-88.101,5.013,-5.531,-0.204,-0.019
375.766,-8.089,-30.206,106.114,-78.670,5.534,-5.070,-0.203,-0.043
375.776,-7.041,-30.896,104.818,-68.968,5.527,-4.592,-0.188,-0.067
375.786,-6.008,-31.488,103.285,-59.258,5.492,-4.096,-0.176,-0.088
375.796,-4.994,-31.984,101.444,-49.621,5.449,-3.588,-0.162,-0.105
375.806,-4.001,-32.389,99.256,-40.411,5.391,-3.099,-0.147,-0.121
375.816,-3.058,-32.704,94.293,-31.524,5.198,-2.629,-0.124,-0.137
375.826,-2.140,-32.936,91.803,-23.191,5.135,-2.181,-0.106,-0.150
375.836,-1.243,-33.092,89.712,-15.632,5.088,-1.772,-0.090,-0.162
375.846,-0.391,-33.186,85.199,-9.412,4.914,-1.443,-0.069,-0.172
375.856,0.409,-33.233,80.005,-4.657,4.700,-1.196,-0.047,-0.182
375.866,1.148,-33.240,73.918,-0.688,4.437,-0.993,-0.025,-0.190
375.876,1.817,-33.209,66.871,3.026,4.121,-0.803,-0.001,-0.198
375.886,2.452,-33.144,63.528,6.555,3.989,-0.612,0.014,-0.203
375.896,3.008,-33.042,55.572,10.183,3.618,-0.428,0.038,-0.211
375.906,3.475,-32.903,46.696,13.931,3.195,-0.239,0.063,-0.220
375.916,3.762,-32.735,28.706,16.777,2.271,-0.124,0.100,-0.232
375.926,3.943,-32.549,18.097,18.548,1.717,-0.047,0.120,-0.238
375.936,4.017,-32.353,7.359,19.680,1.136,-0.012,0.136,-0.245
375.946,3.983,-32.148,-3.363,20.482,0.536,-0.000,0.149,-0.253
375.956,3.951,-31.936,-3.195,21.160,0.544,0.043,0.148,-0.253
375.966,3.816,-31.717,-13.472,21.888,-0.038,0.054,0.159,-0.259
375.976,3.473,-31.486,-34.359,23.155,-1.234,0.067,0.177,-0.272
375.986,3.030,-31.234,-44.260,25.129,-1.808,0.153,0.185,-0.279
375.996,2.490,-30.957,-53.967,27.690,-2.374,0.276,0.191,-0.287
376.006,1.855,-30.647,-63.518,31.085,-2.932,0.447,0.197,-0.294
376.016,1.125,-30.351,-73.004,29.530,-3.522,0.342,0.197,-0.296
376.026,0.432,-29.957,-69.354,39.397,-3.269,0.910,0.202,-0.304
376.036,-0.354,-29.525,-78.520,43.195,-3.812,1.106,0.207,-0.312
376.046,-1.345,-29.057,-99.121,46.886,-5.040,1.269,0.215,-0.325
376.056,-2.428,-28.550,-108.283,50.694,-5.595,1.469,0.217,-0.332
376.066,-3.605,-28.068,-117.755,48.159,-6.211,1.317,0.211,-0.331
376.076,-4.870,-27.479,-126.479,58.907,-6.703,1.906,0.220,-0.346
376.086,-6.213,-26.919,-134.327,55.962,-7.233,1.741,0.211,-0.342
376.096,-7.489,-26.250,-127.611,66.924,-6.798,2.367,0.215,-0.353
376.106,-8.836,-25.534,-134.689,71.570,-7.234,2.623,0.215,-0.359
376.116,-10.372,-24.773,-153.553,76.122,-8.384,2.859,0.218,-0.368
376.126,-11.956,-23.971,-158.399,80.198,-8.697,3.089,0.216,-0.372
376.136,-13.579,-23.130,-162.317,84.154,-8.955,3.315,0.212,-0.376
376.146,-15.233,-22.252,-165.380,87.746,-9.165,3.523,0.208,-0.378
376.156,-16.901,-21.341,-166.806,91.104,-9.278,3.720,0.203,-0.380
376.166,-18.485,-20.396,-158.466,94.514,-8.802,3.933,0.195,-0.380
376.176,-20.075,-19.415,-158.975,98.056,-8.859,4.145,0.190,-0.381
376.186,-21.725,-18.400,-164.951,101.557,-9.246,4.349,0.187,-0.383
376.196,-23.347,-17.351,-162.279,104.912,-9.114,4.560,0.180,-0.383
376.206,-24.927,-16.276,-157.955,107.521,-8.890,4.734,0.171,-0.380
376.216,-26.452,-15.183,-152.475,109.259,-8.604,4.865,0.161,-0.375
376.226,-27.916,-14.078,-146.471,110.525,-8.289,4.973,0.150,-0.369
376.236,-29.308,-12.965,-139.148,111.261,-7.899,5.057,0.137,-0.362
376.246,-30.625,-11.908,-131.751,105.698,-7.549,4.806,0.116,-0.343
376.256,-31.836,-10.904,-121.044,100.413,-7.004,4.582,0.093,-0.323
376.266,-32.957,-9.768,-112.080,113.602,-6.433,5.337,0.097,-0.335
376.276,-34.021,-8.630,-106.476,113.800,-6.155,5.396,0.083,-0.325
376.286,-34.958,-7.496,-93.682,113.438,-5.467,5.450,0.063,-0.310
376.296,-35.801,-6.371,-84.246,112.490,-4.981,5.464,0.044,-0.296
376.306,-36.601,-5.261,-80.034,110.931,-4.799,5.428,0.028,-0.283
376.316,-37.309,-4.173,-70.758,108.817,-4.332,5.383,0.007,-0.266
376.326,-37.832,-3.110,-52.334,106.315,-3.353,5.353,-0.025,-0.241
376.336,-38.243,-2.074,-41.066,103.581,-2.784,5.281,-0.050,-0.222
376.346,-38.562,-1.068,-31.981,100.600,-2.337,5.191,-0.073,-0.203
376.356,-38.803,-0.096,-24.037,97.190,-1.955,5.076,-0.094,-0.184
376.366,-38.974,0.836,-17.123,93.210,-1.624,4.926,-0.114,-0.165
376.376,-39.137,1.722,-16.267,88.659,-1.631,4.725,-0.126,-0.149
376.386,-39.241,2.556,-10.427,83.402,-1.363,4.504,-0.144,-0.129
376.396,-39.246,3.331,-0.457,77.474,-0.858,4.265,-0.166,-0.103
376.406,-39.199,4.040,4.647,70.909,-0.625,3.975,-0.182,-0.080
376.416,-39.102,4.714,9.688,67.363,-0.374,3.830,-0.194,-0.065
376.426,-38.956,5.316,14.642,60.260,-0.139,3.502,-0.208,-0.043
376.436,-38.817,5.772,13.910,45.601,-0.241,2.761,-0.220,-0.011
376.446,-38.630,6.126,18.625,35.356,-0.003,2.249,-0.231,0.013
376.456,-38.402,6.462,22.802,33.588,0.234,2.170,-0.235,0.019
376.466,-38.123,6.692,27.979,23.010,0.511,1.631,-0.243,0.042
376.476,-37.839,6.715,28.393,2.276,0.482,0.528,-0.254,0.077
376.486,-37.565,6.636,27.413,-7.863,0.399,-0.029,-0.259,0.091
376.496,-37.278,6.462,28.679,-17.412,0.451,-0.560,-0.264,0.103
376.506,-36.964,6.196,31.365,-26.621,0.589,-1.077,-0.269,0.113
376.516,-36.666,5.840,29.797,-35.535,0.474,-1.590,-0.273,0.121
376.526,-36.338,5.399,32.866,-44.168,0.641,-2.080,-0.277,0.129
376.536,-35.962,4.872,37.512,-52.699,0.904,-2.563,-0.282,0.138
376.546,-35.461,4.371,50.139,-50.064,1.688,-2.390,-0.281,0.140
376.556,-34.985,3.785,47.632,-58.657,1.521,-2.896,-0.284,0.145
376.566,-34.401,2.997,58.379,-78.713,2.131,-4.046,-0.294,0.162
376.576,-33.846,2.139,55.460,-85.873,1.948,-4.487,-0.295,0.162
376.586,-33.258,1.203,58.812,-93.527,2.148,-4.942,-0.296,0.166
376.596,-32.633,0.181,62.518,-102.282,2.369,-5.465,-0.298,0.169
376.606,-31.915,-0.923,71.779,-110.324,2.936,-5.930,-0.299,0.176
376.616,-31.168,-2.097,74.700,-117.387,3.117,-6.357,-0.299,0.177
376.626,-30.398,-3.331,77.062,-123.410,3.268,-6.724,-0.297,0.178
376.636,-29.604,-4.621,79.361,-128.995,3.417,-7.066,-0.296,0.179
376.646,-28.790,-5.955,81.353,-133.477,3.551,-7.343,-0.294,0.179
376.656,-28.018,-7.334,77.286,-137.899,3.314,-7.638,-0.291,0.174
376.666,-27.223,-8.751,79.464,-141.716,3.463,-7.876,-0.288,0.174
376.676,-26.333,-10.197,89.031,-144.545,4.064,-8.037,-0.286,0.177
376.686,-25.414,-11.662,91.913,-146.519,4.258,-8.169,-0.283,0.175
376.696,-24.471,-13.139,94.266,-147.707,4.421,-8.256,-0.279,0.172
376.706,-23.507,-14.618,96.419,-147.903,4.575,-8.287,-0.275,0.168
376.716,-22.524,-16.091,98.273,-147.292,4.713,-8.272,-0.270,0.163
376.726,-21.590,-17.548,93.359,-145.695,4.439,-8.221,-0.264,0.154
376.736,-20.640,-18.981,95.036,-143.271,4.564,-8.111,-0.260,0.146
376.746,-19.600,-20.381,103.962,-140.008,5.120,-7.954,-0.259,0.137
376.756,-18.542,-21.742,105.795,-136.111,5.243,-7.778,-0.257,0.124
376.766,-17.468,-23.056,107.427,-131.421,5.353,-7.561,-0.255,0.110
