Time,L_IMU_Ang,R_IMU_Ang,L_IMU_Vel,R_IMU_Vel,L_Cmd,R_Cmd,L_Action,R_Action
101.453,-5.634,-28.977,47.226,-93.232,4.090,-6.474,0.235,-0.144
101.463,-5.148,-29.837,48.627,-86.016,4.098,-5.957,0.219,-0.130
101.473,-4.640,-30.637,50.783,-79.958,4.169,-5.541,0.207,-0.121
101.483,-4.133,-31.376,50.688,-73.927,4.090,-5.071,0.192,-0.102
101.493,-3.625,-32.055,50.818,-67.869,4.025,-4.608,0.178,-0.084
101.503,-3.118,-32.673,50.749,-61.811,3.946,-4.144,0.163,-0.066
101.513,-2.636,-33.227,48.211,-55.425,3.703,-3.609,0.146,-0.038
101.523,-2.155,-33.715,48.025,-48.753,3.612,-3.116,0.130,-0.022
101.533,-1.677,-34.135,47.876,-42.031,3.541,-2.626,0.117,-0.006
101.543,-1.172,-34.490,50.481,-35.535,3.640,-2.196,0.105,-0.001
101.553,-0.666,-34.783,50.594,-29.281,3.586,-1.745,0.093,0.012
101.563,-0.185,-35.016,48.064,-23.285,3.372,-1.282,0.081,0.031
101.573,0.299,-35.192,48.408,-17.562,3.347,-0.886,0.072,0.039
101.583,0.785,-35.312,48.624,-11.987,3.329,-0.516,0.066,0.045
101.593,1.272,-35.380,48.692,-6.801,3.303,-0.170,0.060,0.050
101.603,1.758,-35.401,48.647,-2.149,3.277,0.143,0.055,0.055
101.613,2.244,-35.383,48.577,1.831,3.258,0.412,0.052,0.060
101.623,2.749,-35.365,50.460,1.740,3.376,0.406,0.052,0.060
101.633,3.246,-35.280,49.695,8.519,3.295,0.854,0.046,0.066
101.643,3.733,-35.164,48.693,11.636,3.225,1.077,0.044,0.072
101.653,4.195,-35.013,46.259,15.037,3.071,1.329,0.043,0.080
101.663,4.647,-34.824,45.127,18.900,2.989,1.591,0.041,0.085
101.673,5.082,-34.591,43.530,23.365,2.877,1.891,0.038,0.090
101.683,5.488,-34.309,40.639,28.130,2.691,2.211,0.037,0.095
101.693,5.856,-33.992,36.794,31.777,2.455,2.460,0.037,0.100
101.703,6.176,-33.665,31.988,32.632,2.182,2.541,0.042,0.106
101.713,6.442,-33.313,26.571,35.258,1.869,2.714,0.046,0.108
101.723,6.694,-32.929,25.243,38.412,1.787,2.897,0.046,0.105
101.733,6.889,-32.523,19.449,40.556,1.459,3.024,0.052,0.104
101.743,7.017,-32.097,12.846,42.648,1.088,3.139,0.059,0.102
101.753,7.005,-31.650,-1.227,44.635,0.298,3.232,0.075,0.096
101.763,6.918,-31.190,-8.692,46.002,-0.132,3.282,0.081,0.089
101.773,6.753,-30.717,-16.524,47.327,-0.588,3.326,0.086,0.081
101.783,6.512,-30.228,-24.075,48.888,-1.033,3.381,0.091,0.073
101.793,6.283,-29.727,-22.871,50.152,-0.973,3.444,0.088,0.070
101.803,6.066,-29.250,-21.728,47.644,-0.916,3.320,0.085,0.076
101.813,5.860,-28.719,-20.641,53.145,-0.862,3.594,0.082,0.063
101.823,5.580,-28.172,-27.959,54.717,-1.297,3.645,0.086,0.054
101.833,4.967,-27.607,-61.250,56.458,-3.364,3.507,0.083,0.005
101.843,4.298,-27.026,-66.977,58.057,-3.773,3.577,0.072,-0.001
101.853,3.562,-26.430,-73.598,59.686,-4.267,3.644,0.055,-0.008
101.863,2.863,-25.819,-69.918,61.097,-4.073,3.775,0.048,0.001
101.873,2.103,-25.192,-75.926,62.629,-4.547,3.845,0.028,-0.004
101.883,1.382,-24.597,-72.129,59.497,-4.354,3.821,0.019,0.030
101.893,0.514,-24.032,-86.760,56.522,-5.476,3.711,-0.024,0.045
101.903,-0.501,-23.449,-101.566,58.338,-6.696,3.743,-0.086,0.029
101.913,-1.570,-22.894,-106.870,55.421,-7.223,3.680,-0.126,0.052
101.923,-2.585,-22.192,-101.526,70.256,-6.848,4.300,-0.117,-0.007
101.933,-3.652,-21.491,-106.722,70.066,-7.381,4.335,-0.159,0.002
101.943,-4.762,-20.798,-110.999,69.309,-7.844,4.339,-0.199,0.012
101.953,-5.907,-20.116,-114.458,68.179,-8.237,4.332,-0.235,0.025
101.963,-7.176,-19.448,-126.945,66.830,-9.353,4.228,-0.304,0.021
101.973,-8.478,-18.796,-130.183,65.246,-9.720,4.195,-0.337,0.034
101.983,-9.806,-18.158,-132.765,63.769,-10.019,4.162,-0.365,0.045
101.993,-11.149,-17.535,-134.339,62.311,-10.162,4.186,-0.374,0.068
102.003,-12.426,-16.943,-127.622,59.195,-9.549,4.242,-0.335,0.118
102.013,-13.719,-16.348,-129.343,59.504,-9.686,4.353,-0.341,0.136
102.023,-15.022,-15.765,-130.320,58.314,-9.728,4.413,-0.337,0.163
102.033,-16.400,-15.211,-137.784,55.398,-10.257,4.354,-0.351,0.187
102.043,-17.772,-14.684,-137.239,52.628,-10.129,4.339,-0.332,0.218
102.053,-19.134,-14.166,-136.117,51.810,-9.996,4.393,-0.319,0.239
102.063,-20.473,-13.652,-133.953,51.444,-9.796,4.455,-0.306,0.256
102.073,-21.746,-13.095,-127.256,55.738,-9.304,4.743,-0.290,0.261
102.083,-22.986,-12.542,-124.051,55.258,-9.025,4.795,-0.274,0.277
102.093,-24.188,-11.993,-120.183,54.912,-8.698,4.849,-0.256,0.292
102.103,-25.330,-11.445,-114.174,54.749,-8.203,4.911,-0.232,0.307
102.113,-26.448,-10.898,-111.871,54.730,-8.013,4.967,-0.222,0.318
102.123,-27.506,-10.349,-105.728,54.878,-7.516,5.037,-0.198,0.330
102.133,-28.504,-9.828,-99.810,52.134,-6.999,4.960,-0.168,0.349
102.143,-29.452,-9.333,-94.820,49.527,-6.560,4.882,-0.142,0.365
102.153,-30.344,-8.832,-89.200,50.099,-6.108,4.961,-0.121,0.374
102.163,-31.184,-8.258,-83.998,57.372,-5.780,5.377,-0.119,0.367
102.173,-31.940,-7.683,-75.624,57.525,-5.108,5.444,-0.088,0.379
102.183,-32.629,-7.107,-68.849,57.588,-4.563,5.498,-0.063,0.389
102.193,-33.245,-6.533,-61.616,57.400,-3.974,5.537,-0.034,0.399
102.203,-33.784,-5.958,-53.893,57.496,-3.348,5.589,-0.004,0.408
102.213,-34.296,-5.412,-51.199,54.621,-3.098,5.470,0.012,0.420
102.223,-34.730,-4.893,-43.448,51.890,-2.440,5.363,0.048,0.432
102.233,-35.090,-4.346,-35.920,54.652,-1.872,5.532,0.069,0.432
102.243,-35.325,-3.800,-23.577,54.666,-0.947,5.513,0.102,0.428
102.253,-35.492,-3.251,-16.685,54.816,-0.476,5.492,0.111,0.422
102.263,-35.588,-2.704,-9.616,54.767,-0.006,5.455,0.117,0.415
102.273,-35.616,-2.158,-2.818,54.583,0.424,5.402,0.120,0.407
102.283,-35.643,-1.639,-2.677,51.854,0.466,5.268,0.126,0.414
102.293,-35.606,-1.123,3.691,51.623,0.867,5.212,0.128,0.405
102.303,-35.511,-0.611,9.577,51.212,1.236,5.145,0.129,0.397
102.313,-35.359,-0.104,15.140,50.711,1.582,5.071,0.130,0.388
102.323,-35.099,0.397,26.002,50.126,2.247,4.927,0.129,0.367
102.333,-34.797,0.927,30.250,52.975,2.465,5.045,0.120,0.355
102.343,-34.456,1.442,34.065,51.453,2.707,4.921,0.121,0.349
102.353,-34.132,1.937,32.362,49.539,2.621,4.839,0.125,0.356
102.363,-33.776,2.407,35.688,47.007,2.845,4.661,0.129,0.352
102.373,-33.372,2.844,40.330,43.696,3.155,4.419,0.133,0.345
102.383,-32.880,3.239,49.218,39.451,3.718,4.057,0.136,0.324
102.393,-32.373,3.613,50.657,37.478,3.812,3.913,0.137,0.320
102.403,-31.863,3.905,51.036,29.150,3.924,3.406,0.155,0.321
102.413,-31.357,4.137,50.599,23.188,3.961,3.047,0.168,0.323
102.423,-30.876,4.305,48.069,16.838,3.880,2.709,0.183,0.334
102.433,-30.420,4.405,45.665,9.953,3.811,2.336,0.199,0.344
102.443,-29.950,4.431,46.953,2.589,3.958,1.851,0.212,0.338
102.453,-29.431,4.381,51.966,-4.956,4.322,1.258,0.223,0.313
102.463,-28.901,4.254,52.993,-12.728,4.454,0.736,0.237,0.304
102.473,-28.367,4.053,53.337,-20.084,4.539,0.249,0.249,0.298
102.483,-27.861,3.862,50.670,-19.080,4.356,0.348,0.246,0.305
102.493,-27.348,3.601,51.213,-26.119,4.446,-0.128,0.257,0.297
102.503,-26.862,3.271,48.652,-32.998,4.349,-0.516,0.269,0.304
102.513,-26.331,2.874,53.059,-39.642,4.656,-1.103,0.276,0.269
102.523,-25.749,2.413,58.261,-46.120,4.993,-1.795,0.280,0.210
102.533,-25.158,1.889,59.083,-52.411,5.074,-2.312,0.286,0.184
102.543,-24.597,1.303,56.129,-58.579,4.935,-2.658,0.294,0.191
102.553,-24.063,0.658,53.323,-64.522,4.800,-2.994,0.302,0.197
102.563,-23.482,-0.041,58.127,-69.947,5.097,-3.641,0.302,0.135
102.573,-22.893,-0.871,58.929,-82.984,5.217,-4.638,0.316,0.097
102.583,-22.295,-1.660,59.745,-78.835,5.205,-4.473,0.304,0.078
102.593,-21.642,-2.496,65.327,-83.655,5.535,-5.140,0.301,0.004
102.603,-21.021,-3.291,62.061,-79.472,5.289,-4.786,0.292,0.024
102.613,-20.355,-4.139,66.648,-84.837,5.569,-5.444,0.291,-0.042
102.623,-19.692,-5.042,66.337,-90.236,5.562,-5.894,0.294,-0.065
102.633,-19.061,-5.994,63.020,-95.254,5.377,-6.186,0.298,-0.062
102.643,-18.463,-6.990,59.869,-99.583,5.196,-6.440,0.300,-0.059
102.653,-17.838,-8.123,62.451,-113.308,5.408,-7.622,0.311,-0.126
102.663,-17.198,-9.291,64.025,-116.816,5.493,-8.040,0.308,-0.166
102.673,-16.567,-10.490,63.076,-119.902,5.429,-8.320,0.307,-0.184
102.683,-15.968,-11.715,59.923,-122.504,5.232,-8.470,0.307,-0.182
102.693,-15.399,-13.044,56.926,-132.885,5.089,-9.193,0.315,-0.199
102.703,-14.837,-14.380,56.222,-133.629,5.024,-9.318,0.311,-0.215
102.713,-14.259,-15.723,57.751,-134.254,5.104,-9.504,0.308,-0.244
102.723,-13.688,-17.071,57.088,-134.847,5.052,-9.597,0.306,-0.255
102.733,-13.101,-18.419,58.711,-134.724,5.139,-9.721,0.303,-0.282
102.743,-12.524,-19.761,57.725,-134.222,5.059,-9.723,0.299,-0.288
102.753,-11.960,-21.089,56.404,-132.812,4.957,-9.641,0.295,-0.289
102.763,-11.410,-22.396,54.930,-130.758,4.847,-9.489,0.292,-0.284
102.773,-10.889,-23.674,52.184,-127.709,4.664,-9.180,0.289,-0.260
102.783,-10.393,-24.912,49.574,-123.823,4.479,-8.810,0.284,-0.234
102.793,-9.892,-26.103,50.034,-119.087,4.475,-8.484,0.277,-0.227
102.803,-9.387,-27.243,50.527,-114.067,4.468,-8.133,0.270,-0.219
102.813,-8.893,-28.327,49.428,-108.363,4.352,-7.675,0.260,-0.198
102.823,-8.408,-29.356,48.523,-102.945,4.249,-7.240,0.251,-0.177
102.833,-7.930,-30.330,47.744,-97.331,4.150,-6.787,0.241,-0.156
102.843,-7.477,-31.249,45.357,-91.888,3.936,-6.297,0.227,-0.125
102.853,-7.028,-32.114,44.847,-86.497,3.844,-5.865,0.215,-0.106
102.863,-6.585,-32.913,44.280,-79.892,3.731,-5.352,0.200,-0.084
102.873,-6.132,-33.656,45.362,-74.305,3.738,-4.951,0.188,-0.073
102.883,-5.684,-34.342,44.769,-68.639,3.634,-4.510,0.174,-0.055
102.893,-5.241,-34.969,44.261,-62.735,3.533,-4.059,0.160,-0.038
102.903,-4.805,-35.565,43.641,-59.599,3.458,-3.795,0.153,-0.023
102.913,-4.390,-36.101,41.459,-53.597,3.252,-3.317,0.139,-0.002
102.923,-3.981,-36.577,40.924,-47.539,3.166,-2.889,0.128,0.009
102.933,-3.575,-36.951,40.581,-37.444,3.067,-2.202,0.113,0.022
102.943,-3.154,-37.263,42.122,-31.178,3.103,-1.785,0.101,0.028
102.953,-2.737,-37.515,41.692,-25.252,3.026,-1.364,0.091,0.039
102.963,-2.324,-37.711,41.310,-19.567,2.954,-0.963,0.081,0.049
102.973,-1.915,-37.853,40.947,-14.222,2.899,-0.598,0.074,0.056
102.983,-1.526,-37.988,38.900,-13.511,2.783,-0.511,0.076,0.064
102.993,-1.140,-38.073,38.603,-8.413,2.739,-0.176,0.071,0.069
103.003,-0.756,-38.107,38.321,-3.488,2.699,0.147,0.067,0.072
103.013,-0.354,-38.094,40.250,1.328,2.787,0.438,0.061,0.071
103.023,0.047,-38.034,40.050,6.013,2.754,0.741,0.057,0.074
103.033,0.443,-37.928,39.668,10.574,2.713,1.039,0.053,0.077
103.043,0.835,-37.779,39.168,14.962,2.665,1.325,0.050,0.080
103.053,1.207,-37.538,37.210,24.046,2.507,1.908,0.042,0.085
103.063,1.560,-37.264,35.349,27.458,2.382,2.137,0.040,0.089
103.073,1.914,-36.962,35.394,30.205,2.372,2.309,0.038,0.089
103.083,2.255,-36.647,34.064,31.469,2.290,2.399,0.038,0.091
103.093,2.578,-36.348,32.278,29.896,2.195,2.321,0.041,0.095
103.103,2.874,-36.024,29.593,32.383,2.030,2.491,0.041,0.099
103.113,3.137,-35.662,26.356,36.175,1.829,2.737,0.040,0.101
103.123,3.388,-35.274,25.038,38.816,1.746,2.896,0.040,0.100
103.133,3.626,-34.866,23.786,40.857,1.669,3.018,0.040,0.099
103.143,3.797,-34.433,17.104,43.237,1.285,3.168,0.046,0.100
103.153,3.922,-34.020,12.568,41.294,1.032,3.065,0.051,0.103
103.163,3.948,-33.636,2.546,38.433,0.461,2.919,0.061,0.109
103.173,3.921,-33.280,-2.717,35.550,0.159,2.761,0.065,0.113
103.183,3.895,-32.946,-2.581,33.416,0.168,2.640,0.066,0.116
103.193,3.817,-32.624,-7.753,32.184,-0.136,2.573,0.068,0.117
103.203,3.685,-32.309,-13.188,31.564,-0.462,2.541,0.070,0.119
103.213,3.499,-31.996,-18.654,31.277,-0.795,2.528,0.071,0.120
103.223,3.197,-31.684,-30.190,31.251,-1.499,2.532,0.073,0.121
103.233,2.910,-31.362,-28.681,32.188,-1.422,2.580,0.070,0.119
103.243,2.513,-31.031,-39.689,33.078,-2.109,2.635,0.068,0.119
103.253,2.078,-30.687,-43.472,34.390,-2.370,2.721,0.063,0.120
103.263,1.666,-30.334,-41.299,35.307,-2.260,2.775,0.058,0.119
103.273,1.220,-29.972,-44.590,36.179,-2.494,2.837,0.051,0.121
103.283,0.739,-29.603,-48.045,36.869,-2.745,2.890,0.044,0.123
103.293,0.157,-29.230,-58.168,37.333,-3.429,2.942,0.032,0.128
103.303,-0.395,-28.875,-55.259,35.466,-3.274,2.858,0.027,0.134
103.313,-1.032,-28.513,-63.647,36.247,-3.858,2.934,0.014,0.139
103.323,-1.686,-28.144,-65.464,36.907,-4.013,2.990,0.005,0.143
103.333,-2.308,-27.768,-62.191,37.561,-3.832,3.033,0.001,0.143
103.343,-2.942,-27.384,-63.393,38.457,-3.945,3.101,-0.007,0.146
103.353,-3.572,-26.960,-62.970,42.329,-3.955,3.323,-0.014,0.142
103.363,-4.227,-26.528,-65.562,43.289,-4.160,3.400,-0.023,0.146
103.373,-4.883,-26.085,-65.580,44.256,-4.195,3.471,-0.030,0.148
103.383,-5.539,-25.634,-65.597,45.119,-4.226,3.537,-0.036,0.151
103.393,-6.162,-25.176,-62.317,45.802,-4.021,3.598,-0.035,0.154
103.403,-6.754,-24.712,-59.201,46.368,-3.826,3.652,-0.035,0.158
103.413,-7.317,-24.243,-56.241,46.934,-3.641,3.705,-0.034,0.162
103.423,-7.927,-23.768,-61.064,47.444,-3.969,3.781,-0.040,0.171
103.433,-8.520,-23.318,-59.302,45.071,-3.838,3.693,-0.036,0.182
103.443,-9.104,-22.860,-58.342,45.757,-3.781,3.761,-0.036,0.188
103.453,-9.659,-22.364,-55.535,49.566,-3.627,3.980,-0.040,0.184
103.463,-10.182,-21.861,-52.236,50.301,-3.417,4.040,-0.039,0.187
103.473,-10.678,-21.350,-49.624,51.165,-3.252,4.106,-0.038,0.190
103.483,-11.149,-20.829,-47.143,52.067,-3.096,4.173,-0.037,0.192
103.493,-11.587,-20.301,-43.797,52.760,-2.883,4.223,-0.036,0.194
103.503,-12.003,-19.768,-41.607,53.363,-2.744,4.273,-0.035,0.196
103.513,-12.361,-19.261,-35.764,50.694,-2.333,4.122,-0.025,0.199
103.523,-12.665,-18.747,-30.405,51.401,-1.988,4.149,-0.022,0.196
103.533,-12.933,-18.225,-26.770,52.182,-1.757,4.189,-0.021,0.194
103.543,-13.187,-17.695,-25.432,52.978,-1.675,4.244,-0.021,0.195
103.553,-13.403,-17.192,-21.578,50.329,-1.395,4.089,-0.013,0.197
103.563,-13.575,-16.642,-17.176,54.954,-1.153,4.339,-0.019,0.190
103.573,-13.653,-16.083,-7.858,55.914,-0.563,4.346,-0.016,0.179
103.583,-13.686,-15.516,-3.318,56.689,-0.283,4.369,-0.016,0.174
103.593,-13.674,-14.943,1.188,57.315,-0.006,4.383,-0.016,0.169
103.603,-13.621,-14.365,5.331,57.800,0.249,4.394,-0.016,0.165
103.613,-13.570,-13.816,5.064,54.910,0.259,4.236,-0.011,0.170
103.623,-13.482,-13.294,8.876,52.165,0.522,4.052,-0.005,0.167
103.633,-13.397,-12.669,8.432,62.520,0.384,4.675,-0.027,0.163
103.643,-13.204,-12.045,19.299,62.471,1.061,4.601,-0.026,0.149
103.653,-12.986,-11.451,21.877,59.347,1.247,4.400,-0.021,0.148
103.663,-12.778,-10.858,20.783,59.346,1.172,4.414,-0.022,0.150
103.673,-12.520,-10.266,25.787,59.180,1.479,4.369,-0.022,0.144
103.683,-12.275,-9.680,24.497,58.556,1.397,4.347,-0.023,0.147
103.693,-12.020,-9.106,25.442,57.441,1.460,4.275,-0.022,0.146
103.703,-11.761,-8.531,25.928,57.535,1.482,4.281,-0.024,0.146
103.713,-11.469,-7.974,29.218,55.620,1.700,4.138,-0.021,0.141
103.723,-11.176,-7.440,29.295,53.443,1.720,4.006,-0.018,0.142
103.733,-10.885,-6.926,29.122,51.375,1.723,3.883,-0.015,0.143
103.743,-10.608,-6.434,27.666,49.246,1.647,3.768,-0.012,0.146
103.753,-10.334,-5.965,27.463,46.838,1.653,3.624,-0.008,0.147
103.763,-10.063,-5.521,27.024,44.414,1.645,3.483,-0.004,0.148
103.773,-9.796,-5.102,26.744,41.919,1.649,3.335,-0.000,0.150
103.783,-9.517,-4.710,27.851,39.246,1.742,3.162,0.005,0.148
103.793,-9.253,-4.344,26.459,36.515,1.679,3.011,0.009,0.152
103.803,-8.971,-4.004,28.212,34.085,1.810,2.844,0.014,0.148
103.813,-8.686,-3.680,28.477,32.380,1.839,2.735,0.016,0.147
103.823,-8.415,-3.379,27.053,30.075,1.769,2.609,0.020,0.151
103.833,-8.139,-3.102,27.623,27.747,1.825,2.459,0.024,0.149
103.843,-7.856,-2.850,28.302,25.151,1.891,2.290,0.029,0.148
103.853,-7.565,-2.625,29.084,22.465,1.964,2.114,0.034,0.145
103.863,-7.244,-2.412,32.161,21.342,2.162,2.002,0.036,0.137
103.873,-6.914,-2.227,32.943,18.517,2.236,1.813,0.041,0.134
103.883,-6.577,-2.071,33.685,15.531,2.305,1.610,0.045,0.130
103.893,-6.257,-1.948,32.001,12.393,2.223,1.427,0.050,0.132
103.903,-5.929,-1.923,32.845,2.462,2.371,0.789,0.069,0.127
103.913,-5.592,-1.934,33.703,-1.122,2.456,0.534,0.075,0.121
103.923,-5.244,-1.982,34.791,-4.746,2.555,0.269,0.082,0.112
103.933,-4.863,-2.065,38.106,-8.381,2.785,-0.074,0.087,0.089
103.943,-4.476,-2.145,38.645,-7.962,2.805,-0.081,0.084,0.082
103.953,-4.086,-2.301,39.047,-15.639,2.894,-0.633,0.097,0.066
103.963,-3.715,-2.492,37.095,-19.032,2.796,-0.829,0.101,0.069
103.973,-3.340,-2.717,37.492,-22.530,2.843,-1.101,0.106,0.058
103.983,-2.962,-2.977,37.787,-26.045,2.885,-1.374,0.111,0.047
103.993,-2.585,-3.272,37.766,-29.467,2.905,-1.635,0.115,0.037
104.003,-2.198,-3.599,38.624,-32.690,2.983,-1.916,0.120,0.020
104.013,-1.821,-3.956,37.764,-35.670,2.949,-2.128,0.124,0.015
104.023,-1.455,-4.340,36.535,-38.473,2.890,-2.315,0.127,0.012
104.033,-1.108,-4.748,34.708,-40.752,2.786,-2.445,0.129,0.014
104.043,-0.775,-5.185,33.302,-43.658,2.717,-2.633,0.132,0.012
104.053,-0.456,-5.653,31.939,-46.859,2.659,-2.839,0.138,0.011
104.063,-0.147,-6.150,30.919,-49.734,2.620,-3.034,0.142,0.007
104.073,0.149,-6.673,29.538,-52.301,2.554,-3.194,0.146,0.007
104.083,0.429,-7.220,28.061,-54.602,2.480,-3.331,0.150,0.008
104.093,0.696,-7.784,26.658,-56.459,2.406,-3.436,0.152,0.010
104.103,0.949,-8.362,25.298,-57.783,2.330,-3.500,0.154,0.013
104.113,1.190,-8.950,24.115,-58.822,2.264,-3.546,0.155,0.017
104.123,1.420,-9.544,23.047,-59.396,2.200,-3.562,0.156,0.021
104.133,1.647,-10.141,22.636,-59.723,2.178,-3.581,0.156,0.021
104.143,1.866,-10.740,21.944,-59.840,2.137,-3.579,0.157,0.023
104.153,2.080,-11.340,21.396,-60.034,2.106,-3.585,0.157,0.024
104.163,2.290,-11.941,21.013,-60.054,2.084,-3.582,0.157,0.025
104.173,2.490,-12.540,19.962,-59.935,2.017,-3.551,0.157,0.029
104.183,2.686,-13.136,19.568,-59.602,1.993,-3.520,0.157,0.032
104.193,2.878,-13.728,19.194,-59.204,1.969,-3.485,0.157,0.034
104.203,3.074,-14.316,19.635,-58.771,1.997,-3.466,0.157,0.032
104.213,3.260,-14.898,18.653,-58.194,1.934,-3.402,0.156,0.038
104.223,3.449,-15.473,18.902,-57.537,1.947,-3.362,0.156,0.038
104.233,3.635,-16.041,18.506,-56.802,1.919,-3.300,0.155,0.041
104.243,3.810,-16.599,17.581,-55.802,1.855,-3.205,0.154,0.048
104.253,3.983,-17.147,17.223,-54.770,1.825,-3.112,0.152,0.054
104.263,4.146,-17.684,16.362,-53.679,1.763,-3.005,0.151,0.061
104.273,4.313,-18.208,16.698,-52.424,1.774,-2.912,0.149,0.065
104.283,4.476,-18.718,16.330,-51.038,1.740,-2.796,0.147,0.071
104.293,4.636,-19.212,15.953,-49.420,1.703,-2.666,0.144,0.077
104.303,4.789,-19.682,15.320,-46.949,1.642,-2.477,0.139,0.084
104.313,4.935,-20.138,14.554,-45.563,1.583,-2.357,0.137,0.091
104.323,5.075,-20.578,14.073,-44.082,1.541,-2.238,0.135,0.096
104.333,5.211,-21.003,13.507,-42.509,1.493,-2.112,0.132,0.102
104.343,5.339,-21.407,12.832,-40.356,1.433,-1.950,0.128,0.108
104.353,5.461,-21.789,12.190,-38.201,1.375,-1.790,0.125,0.113
104.363,5.575,-22.149,11.388,-36.016,1.315,-1.632,0.122,0.118
104.373,5.683,-22.488,10.819,-33.858,1.267,-1.479,0.120,0.122
104.383,5.787,-22.805,10.388,-31.726,1.228,-1.328,0.117,0.126
104.393,5.885,-23.102,9.868,-29.673,1.184,-1.182,0.115,0.130
104.403,5.984,-23.378,9.814,-27.667,1.168,-1.046,0.112,0.132
104.413,6.084,-23.636,10.065,-25.707,1.170,-0.917,0.110,0.134
104.423,6.185,-23.873,10.056,-23.708,1.159,-0.784,0.108,0.136
104.433,6.288,-24.088,10.295,-21.534,1.163,-0.643,0.105,0.137
104.443,6.392,-24.280,10.467,-19.221,1.164,-0.498,0.104,0.138
104.453,6.492,-24.449,9.944,-16.859,1.122,-0.344,0.102,0.139
104.463,6.591,-24.593,9.941,-14.396,1.111,-0.190,0.100,0.140
104.473,6.686,-24.711,9.499,-11.836,1.073,-0.028,0.097,0.141
104.483,6.777,-24.808,9.079,-9.651,1.037,0.111,0.095,0.141
104.493,6.868,-24.881,9.092,-7.356,1.027,0.252,0.093,0.141
104.503,6.954,-24.933,8.637,-5.203,0.990,0.387,0.091,0.142
104.513,7.040,-24.983,8.535,-4.942,0.985,0.407,0.092,0.142
104.523,7.121,-24.995,8.108,-1.290,0.943,0.622,0.089,0.140
104.533,7.198,-24.990,7.703,0.505,0.912,0.730,0.087,0.140
104.543,7.270,-24.986,7.180,0.480,0.884,0.734,0.088,0.141
104.553,7.327,-24.962,5.695,2.379,0.791,0.849,0.088,0.140
104.563,7.351,-24.939,2.417,2.260,0.604,0.860,0.091,0.144
104.573,7.349,-24.895,-0.121,4.454,0.448,0.992,0.091,0.143
104.584,7.348,-24.830,-0.115,6.428,0.439,1.099,0.089,0.140
104.593,7.318,-24.754,-2.993,7.590,0.266,1.172,0.090,0.141
104.603,7.255,-24.669,-6.359,8.529,0.064,1.233,0.091,0.141
104.613,7.153,-24.579,-10.161,9.064,-0.165,1.269,0.092,0.142
104.623,6.960,-24.487,-19.349,9.160,-0.716,1.294,0.096,0.146
104.633,6.723,-24.390,-23.627,9.718,-0.986,1.328,0.094,0.146
104.643,6.446,-24.277,-27.774,11.292,-1.256,1.414,0.092,0.143
104.653,6.129,-24.146,-31.714,13.090,-1.517,1.510,0.088,0.141
104.663,5.827,-23.997,-30.128,14.852,-1.441,1.599,0.084,0.137
104.673,5.541,-23.832,-28.622,16.582,-1.368,1.690,0.080,0.133
104.683,5.161,-23.648,-37.957,18.362,-1.970,1.815,0.074,0.136
104.693,4.700,-23.447,-46.112,20.080,-2.515,1.940,0.066,0.140
104.703,4.202,-23.231,-49.794,21.631,-2.788,2.041,0.057,0.141
104.713,3.662,-23.000,-54.061,23.076,-3.103,2.141,0.047,0.143
104.723,3.080,-22.781,-58.197,21.922,-3.411,2.111,0.036,0.152
104.733,2.527,-22.552,-55.287,22.941,-3.258,2.173,0.031,0.151
104.743,1.950,-22.312,-57.659,23.936,-3.451,2.248,0.021,0.154
104.753,1.356,-22.045,-59.445,26.749,-3.609,2.416,0.012,0.153
104.763,0.740,-21.773,-61.636,27.197,-3.790,2.463,0.003,0.157
104.773,0.154,-21.496,-58.554,27.705,-3.621,2.497,-0.002,0.158
104.783,-0.498,-21.212,-65.185,28.407,-4.097,2.572,-0.015,0.164
104.793,-1.211,-20.923,-71.319,28.882,-4.578,2.614,-0.035,0.166
104.803,-1.889,-20.627,-67.753,29.608,-4.360,2.668,-0.036,0.168
104.813,-2.532,-20.323,-64.365,30.352,-4.145,2.730,-0.035,0.171
104.823,-3.226,-20.011,-69.414,31.169,-4.534,2.805,-0.050,0.176
104.833,-3.919,-19.715,-69.294,29.611,-4.520,2.770,-0.049,0.189
104.843,-4.640,-19.411,-72.064,30.465,-4.743,2.850,-0.059,0.194
104.853,-5.355,-19.098,-71.537,31.249,-4.717,2.929,-0.061,0.200
104.863,-6.035,-18.774,-67.960,32.433,-4.462,3.027,-0.054,0.205
104.873,-6.680,-18.441,-64.562,33.310,-4.217,3.108,-0.047,0.210
104.883,-7.347,-18.097,-66.635,34.391,-4.388,3.195,-0.055,0.215
104.893,-8.000,-17.741,-65.281,35.556,-4.300,3.289,-0.054,0.219
104.903,-8.646,-17.375,-64.626,36.662,-4.265,3.380,-0.055,0.224
104.913,-9.267,-16.997,-62.109,37.768,-4.083,3.467,-0.050,0.227
104.923,-9.859,-16.638,-59.168,35.879,-3.828,3.396,-0.035,0.236
104.933,-10.417,-16.267,-55.825,37.079,-3.585,3.482,-0.028,0.239
104.943,-10.947,-15.810,-53.034,45.772,-3.490,3.958,-0.043,0.227
104.953,-11.444,-15.375,-49.641,43.483,-3.204,3.861,-0.028,0.235
104.963,-11.909,-14.885,-46.555,49.027,-3.054,4.168,-0.036,0.229
104.973,-12.338,-14.379,-42.881,50.586,-2.821,4.259,-0.035,0.227
