Time,L_IMU_Ang,R_IMU_Ang,L_IMU_Vel,R_IMU_Vel,L_Cmd,R_Cmd,L_Action,R_Action
0.007,2.655,0.035,0.227,0.532,0.081,0.829,0.013,0.159
0.185,2.657,0.040,0.215,0.505,0.081,0.828,0.013,0.159
0.188,2.660,0.046,0.314,0.562,0.087,0.830,0.013,0.159
0.191,2.664,0.052,0.354,0.589,0.089,0.831,0.013,0.159
0.194,2.667,0.058,0.363,0.642,0.089,0.834,0.013,0.159
0.198,2.671,0.065,0.373,0.665,0.089,0.835,0.013,0.159
0.201,2.675,0.071,0.409,0.631,0.092,0.833,0.013,0.159
0.204,2.679,0.077,0.416,0.627,0.092,0.832,0.013,0.159
0.208,2.684,0.083,0.423,0.623,0.092,0.832,0.013,0.159
0.211,2.688,0.090,0.429,0.647,0.092,0.833,0.013,0.159
0.214,2.692,0.096,0.435,0.642,0.093,0.833,0.013,0.159
0.217,2.696,0.103,0.413,0.665,0.091,0.834,0.013,0.159
0.220,2.701,0.110,0.420,0.659,0.091,0.834,0.013,0.159
0.223,2.705,0.116,0.399,0.626,0.090,0.832,0.013,0.159
0.227,2.708,0.122,0.379,0.595,0.089,0.831,0.013,0.159
0.230,2.712,0.128,0.388,0.593,0.090,0.830,0.013,0.159
0.233,2.716,0.133,0.368,0.563,0.089,0.829,0.013,0.159
0.236,2.719,0.139,0.350,0.535,0.088,0.827,0.013,0.159
0.239,2.723,0.144,0.360,0.536,0.088,0.827,0.013,0.159
0.242,2.727,0.149,0.369,0.536,0.089,0.827,0.013,0.159
0.251,2.731,0.155,0.378,0.510,0.090,0.825,0.013,0.159
0.259,2.734,0.160,0.359,0.512,0.088,0.826,0.013,0.159
0.268,2.738,0.165,0.369,0.486,0.089,0.824,0.013,0.159
0.273,2.742,0.169,0.378,0.489,0.090,0.824,0.013,0.159
0.276,2.745,0.175,0.359,0.520,0.088,0.826,0.013,0.159
0.279,2.749,0.180,0.396,0.549,0.090,0.827,0.013,0.159
0.282,2.753,0.186,0.404,0.549,0.090,0.827,0.013,0.159
0.285,2.757,0.191,0.411,0.521,0.091,0.825,0.013,0.159
0.289,2.761,0.196,0.418,0.523,0.091,0.825,0.013,0.159
0.297,2.766,0.201,0.424,0.496,0.092,0.824,0.013,0.159
0.307,2.770,0.206,0.431,0.499,0.092,0.824,0.013,0.159
0.317,2.774,0.211,0.437,0.502,0.093,0.824,0.013,0.159
0.327,2.779,0.216,0.442,0.477,0.093,0.822,0.013,0.159
0.337,2.783,0.221,0.448,0.480,0.093,0.822,0.013,0.158
0.347,2.788,0.225,0.453,0.456,0.094,0.820,0.013,0.158
0.357,2.792,0.230,0.430,0.488,0.092,0.823,0.013,0.158
0.367,2.796,0.235,0.436,0.491,0.092,0.823,0.013,0.158
0.377,2.801,0.240,0.469,0.494,0.094,0.822,0.013,0.158
0.387,2.806,0.245,0.446,0.470,0.093,0.821,0.013,0.158
0.397,2.810,0.250,0.451,0.501,0.093,0.823,0.013,0.158
0.407,2.815,0.255,0.456,0.503,0.093,0.823,0.013,0.158
0.417,2.819,0.259,0.460,0.478,0.093,0.821,0.013,0.158
0.427,2.824,0.264,0.465,0.454,0.094,0.820,0.013,0.158
0.437,2.828,0.268,0.442,0.432,0.093,0.818,0.013,0.158
0.447,2.833,0.273,0.447,0.437,0.093,0.819,0.013,0.158
0.457,2.837,0.277,0.425,0.443,0.091,0.819,0.013,0.158
0.467,2.841,0.281,0.376,0.421,0.088,0.819,0.013,0.159
0.477,2.844,0.286,0.357,0.427,0.087,0.819,0.013,0.159
0.487,2.848,0.290,0.339,0.406,0.086,0.818,0.013,0.159
0.498,2.851,0.293,0.295,0.358,0.083,0.816,0.013,0.159
0.507,2.854,0.297,0.280,0.340,0.082,0.815,0.013,0.159
0.517,2.856,0.300,0.266,0.351,0.081,0.816,0.013,0.159
0.527,2.859,0.303,0.253,0.333,0.080,0.815,0.013,0.159
0.537,2.861,0.307,0.268,0.344,0.081,0.815,0.013,0.159
0.547,2.864,0.310,0.282,0.327,0.082,0.814,0.013,0.159
0.557,2.867,0.313,0.295,0.310,0.083,0.813,0.013,0.159
0.567,2.870,0.316,0.308,0.295,0.084,0.812,0.013,0.159
0.577,2.873,0.320,0.292,0.363,0.083,0.816,0.013,0.159
0.587,2.877,0.324,0.333,0.372,0.085,0.816,0.013,0.159
0.597,2.880,0.327,0.371,0.353,0.088,0.814,0.013,0.158
0.607,2.884,0.332,0.407,0.473,0.089,0.821,0.013,0.158
0.617,2.888,0.337,0.415,0.477,0.089,0.821,0.013,0.158
0.627,2.893,0.341,0.449,0.453,0.092,0.819,0.013,0.158
0.637,2.897,0.346,0.426,0.458,0.090,0.819,0.013,0.158
0.647,2.901,0.350,0.405,0.462,0.088,0.820,0.013,0.158
0.657,2.905,0.355,0.385,0.467,0.087,0.820,0.013,0.158
0.667,2.908,0.359,0.338,0.443,0.084,0.819,0.013,0.158
0.677,2.911,0.364,0.294,0.449,0.081,0.820,0.013,0.159
0.687,2.914,0.368,0.279,0.426,0.080,0.819,0.013,0.159
0.697,2.917,0.372,0.265,0.377,0.080,0.816,0.013,0.159
0.707,2.919,0.375,0.252,0.359,0.079,0.815,0.013,0.159
0.717,2.922,0.379,0.239,0.341,0.078,0.815,0.013,0.159
0.727,2.924,0.382,0.227,0.324,0.078,0.814,0.013,0.159
0.737,2.926,0.385,0.216,0.307,0.077,0.813,0.013,0.159
0.747,2.928,0.388,0.205,0.320,0.076,0.814,0.013,0.159
0.757,2.930,0.392,0.195,0.331,0.075,0.814,0.013,0.159
0.767,2.932,0.395,0.185,0.314,0.075,0.814,0.013,0.159
0.777,2.934,0.398,0.148,0.326,0.072,0.815,0.013,0.159
0.787,2.935,0.401,0.141,0.310,0.072,0.814,0.013,0.159
0.797,2.936,0.404,0.134,0.294,0.071,0.813,0.013,0.159
0.807,2.938,0.407,0.127,0.280,0.071,0.812,0.013,0.159
0.817,2.939,0.409,0.121,0.238,0.071,0.810,0.013,0.159
0.827,2.940,0.411,0.115,0.199,0.071,0.808,0.013,0.159
0.837,2.941,0.413,0.109,0.189,0.071,0.807,0.013,0.159
0.847,2.942,0.415,0.104,0.179,0.071,0.807,0.013,0.159
0.857,2.943,0.417,0.126,0.171,0.072,0.806,0.013,0.159
0.867,2.944,0.418,0.120,0.162,0.072,0.805,0.013,0.159
0.877,2.946,0.420,0.114,0.181,0.071,0.807,0.013,0.159
0.887,2.947,0.422,0.108,0.200,0.071,0.808,0.013,0.159
0.897,2.948,0.424,0.103,0.217,0.070,0.809,0.013,0.159
0.907,2.949,0.426,0.097,0.206,0.070,0.808,0.013,0.159
0.917,2.950,0.428,0.093,0.196,0.069,0.808,0.013,0.159
0.927,2.951,0.430,0.088,0.186,0.069,0.807,0.013,0.159
0.937,2.951,0.432,0.084,0.177,0.069,0.807,0.013,0.159
0.947,2.952,0.433,0.079,0.141,0.069,0.805,0.013,0.159
0.957,2.953,0.435,0.075,0.134,0.069,0.804,0.013,0.159
0.967,2.954,0.436,0.072,0.127,0.069,0.804,0.013,0.159
0.977,2.954,0.437,0.068,0.121,0.068,0.804,0.013,0.159
0.987,2.955,0.438,0.065,0.115,0.068,0.803,0.013,0.159
0.997,2.956,0.439,0.061,0.109,0.068,0.803,0.013,0.159
1.007,2.956,0.440,0.058,0.103,0.068,0.803,0.013,0.159
1.017,2.956,0.441,0.028,0.098,0.066,0.803,0.013,0.159
1.027,2.957,0.443,0.054,0.148,0.067,0.806,0.013,0.159
1.037,2.957,0.444,0.051,0.141,0.067,0.805,0.013,0.159
1.047,2.958,0.446,0.049,0.134,0.067,0.805,0.013,0.159
1.057,2.959,0.447,0.074,0.155,0.068,0.806,0.013,0.159
1.067,2.959,0.449,0.070,0.147,0.068,0.805,0.013,0.159
1.077,2.960,0.450,0.067,0.167,0.068,0.807,0.013,0.159
1.087,2.961,0.452,0.063,0.186,0.067,0.808,0.013,0.159
1.097,2.961,0.454,0.060,0.204,0.067,0.809,0.013,0.159
1.107,2.962,0.456,0.030,0.221,0.065,0.810,0.013,0.159
1.117,2.962,0.459,0.001,0.210,0.063,0.810,0.013,0.159
1.127,2.962,0.461,0.001,0.200,0.063,0.810,0.013,0.159
1.137,2.961,0.462,-0.027,0.190,0.061,0.809,0.013,0.160
1.147,2.961,0.464,-0.026,0.180,0.061,0.809,0.013,0.160
1.157,2.961,0.466,-0.024,0.171,0.062,0.808,0.013,0.160
1.167,2.961,0.468,-0.023,0.163,0.062,0.808,0.013,0.160
1.177,2.960,0.469,-0.022,0.155,0.062,0.807,0.013,0.160
1.187,2.960,0.471,0.007,0.147,0.064,0.807,0.013,0.159
1.197,2.961,0.472,0.006,0.140,0.064,0.806,0.013,0.159
1.207,2.961,0.473,0.006,0.133,0.064,0.806,0.013,0.160
1.217,2.961,0.475,0.006,0.153,0.064,0.807,0.013,0.160
1.227,2.961,0.476,0.005,0.146,0.064,0.807,0.013,0.160
1.237,2.961,0.478,0.033,0.138,0.066,0.806,0.013,0.159
1.247,2.961,0.479,0.031,0.132,0.066,0.805,0.013,0.159
1.257,2.962,0.480,0.029,0.125,0.065,0.805,0.013,0.159
1.267,2.962,0.481,0.001,0.119,0.064,0.805,0.013,0.160
1.277,2.962,0.483,0.000,0.113,0.064,0.805,0.013,0.160
1.287,2.961,0.484,-0.027,0.107,0.062,0.805,0.013,0.160
1.297,2.961,0.485,-0.026,0.102,0.062,0.805,0.013,0.160
1.307,2.961,0.486,-0.024,0.124,0.062,0.806,0.013,0.160
1.317,2.961,0.487,0.004,0.118,0.064,0.805,0.013,0.160
1.327,2.961,0.488,0.032,0.112,0.066,0.804,0.013,0.159
1.337,2.962,0.489,0.057,0.106,0.067,0.804,0.013,0.159
1.347,2.963,0.490,0.082,0.101,0.069,0.803,0.013,0.159
1.357,2.964,0.491,0.105,0.096,0.071,0.802,0.013,0.159
1.367,2.965,0.492,0.100,0.091,0.070,0.802,0.013,0.159
1.377,2.966,0.493,0.123,0.032,0.072,0.798,0.013,0.159
1.387,2.967,0.493,0.144,0.003,0.074,0.796,0.013,0.159
1.397,2.969,0.493,0.137,0.003,0.074,0.796,0.013,0.159
1.407,2.970,0.493,0.130,0.002,0.073,0.796,0.013,0.159
1.417,2.971,0.492,0.123,-0.108,0.074,0.790,0.013,0.159
1.427,2.973,0.490,0.145,-0.185,0.076,0.785,0.013,0.159
1.437,2.974,0.487,0.110,-0.313,0.075,0.778,0.014,0.159
1.447,2.974,0.479,0.022,-0.709,0.074,0.755,0.014,0.160
1.457,2.973,0.469,-0.061,-1.003,0.072,0.738,0.015,0.160
1.467,2.971,0.460,-0.196,-0.953,0.062,0.743,0.015,0.160
1.477,2.967,0.446,-0.433,-1.345,0.051,0.723,0.016,0.161
1.487,2.960,0.428,-0.686,-1.827,0.040,0.697,0.016,0.162
1.497,2.950,0.403,-1.009,-2.559,0.027,0.658,0.018,0.163
1.507,2.936,0.367,-1.425,-3.558,0.011,0.604,0.020,0.165
1.517,2.917,0.312,-1.931,-5.495,-0.001,0.496,0.024,0.167
1.527,2.892,0.260,-2.493,-5.220,-0.040,0.520,0.023,0.168
1.537,2.859,0.201,-3.303,-5.920,-0.085,0.489,0.024,0.171
1.547,2.817,0.135,-4.154,-6.585,-0.133,0.462,0.025,0.174
1.557,2.767,0.062,-5.045,-7.300,-0.182,0.433,0.026,0.177
1.567,2.707,-0.019,-5.973,-8.116,-0.233,0.398,0.027,0.180
1.577,2.638,-0.096,-6.938,-7.710,-0.298,0.437,0.026,0.183
1.587,2.557,-0.205,-8.047,-10.813,-0.335,0.271,0.032,0.188
1.597,2.465,-0.318,-9.183,-11.343,-0.401,0.258,0.033,0.192
1.607,2.360,-0.426,-10.481,-10.776,-0.489,0.311,0.032,0.195
1.617,2.241,-0.538,-11.990,-11.199,-0.579,0.311,0.032,0.200
1.627,2.104,-0.653,-13.643,-11.545,-0.680,0.317,0.032,0.206
1.637,1.949,-0.772,-15.487,-11.847,-0.792,0.329,0.033,0.212
1.647,1.802,-0.893,-14.713,-12.161,-0.735,0.303,0.035,0.211
1.657,1.605,-1.020,-19.690,-12.651,-1.048,0.350,0.033,0.226
1.667,1.387,-1.145,-21.782,-12.568,-1.180,0.389,0.033,0.233
1.677,1.148,-1.265,-23.961,-11.940,-1.324,0.460,0.031,0.239
1.687,0.886,-1.384,-26.141,-11.947,-1.461,0.494,0.030,0.246
1.697,0.602,-1.503,-28.432,-11.899,-1.606,0.533,0.030,0.253
1.707,0.292,-1.619,-30.966,-11.551,-1.769,0.592,0.028,0.261
1.717,-0.002,-1.729,-29.418,-10.974,-1.664,0.615,0.030,0.258
1.727,-0.372,-1.835,-37.038,-10.617,-2.164,0.732,0.024,0.277
1.737,-0.778,-1.936,-40.569,-10.086,-2.418,0.797,0.017,0.284
1.747,-1.225,-2.032,-44.748,-9.637,-2.725,0.858,0.007,0.291
1.757,-1.723,-2.124,-49.734,-9.183,-3.106,0.922,-0.007,0.298
1.767,-2.276,-2.211,-55.350,-8.723,-3.541,0.980,-0.025,0.304
1.777,-2.892,-2.294,-61.619,-8.260,-4.030,1.036,-0.046,0.309
1.787,-3.478,-2.372,-58.538,-7.792,-3.777,1.094,-0.033,0.315
1.797,-4.244,-2.443,-76.622,-7.155,-5.212,1.123,-0.097,0.313
1.807,-5.088,-2.507,-84.437,-6.358,-5.840,1.170,-0.126,0.313
1.817,-5.891,-2.567,-80.215,-6.040,-5.485,1.256,-0.107,0.326
1.827,-6.890,-2.620,-99.934,-5.271,-7.096,1.256,-0.186,0.316
1.836,-7.839,-2.665,-94.938,-4.486,-6.678,1.380,-0.164,0.331
1.846,-8.964,-2.700,-112.438,-3.492,-8.098,1.408,-0.232,0.325
1.857,-10.032,-2.723,-106.816,-2.356,-7.643,1.557,-0.210,0.340
1.867,-11.247,-2.703,-121.553,2.019,-8.877,1.770,-0.275,0.329
1.877,-12.491,-2.684,-124.374,1.918,-9.073,1.828,-0.280,0.342
1.886,-13.673,-2.666,-118.156,1.822,-8.558,1.914,-0.253,0.360
1.896,-14.949,-2.609,-127.656,5.686,-9.347,2.133,-0.294,0.356
1.907,-16.228,-2.537,-127.838,7.187,-9.364,2.271,-0.295,0.365
1.916,-17.503,-2.451,-127.543,8.558,-9.344,2.401,-0.295,0.375
1.927,-18.770,-2.353,-126.659,9.833,-9.275,2.523,-0.292,0.383
1.936,-20.021,-2.252,-125.105,10.083,-9.129,2.588,-0.282,0.393
1.946,-21.249,-2.164,-122.832,8.837,-8.920,2.589,-0.268,0.409
1.956,-22.450,-2.080,-120.124,8.395,-8.685,2.625,-0.254,0.421
1.966,-23.621,-2.012,-117.084,6.822,-8.413,2.602,-0.238,0.436
1.976,-24.757,-1.947,-113.592,6.481,-8.114,2.633,-0.221,0.447
1.986,-25.854,-1.914,-109.725,3.273,-7.758,2.522,-0.197,0.464
1.996,-26.907,-1.895,-105.310,1.928,-7.369,2.498,-0.174,0.476
2.006,-27.912,-1.895,-100.484,0.019,-6.939,2.443,-0.148,0.488
2.016,-28.863,-1.900,-95.048,-0.559,-6.466,2.451,-0.120,0.497
2.027,-29.749,-1.905,-88.675,-0.531,-5.913,2.487,-0.088,0.504
2.036,-30.569,-1.911,-81.934,-0.504,-5.324,2.522,-0.054,0.511
2.046,-31.328,-1.919,-75.942,-0.891,-4.792,2.535,-0.021,0.518
2.057,-32.027,-1.926,-69.920,-0.627,-4.272,2.582,0.009,0.524
2.066,-32.662,-1.932,-63.513,-0.595,-3.715,2.617,0.041,0.531
2.076,-33.230,-1.924,-56.794,0.753,-3.142,2.715,0.072,0.534
2.086,-33.770,-1.912,-53.955,1.182,-2.901,2.757,0.086,0.537
2.096,-34.188,-1.901,-41.781,1.123,-1.856,2.773,0.144,0.541
2.106,-34.585,-1.887,-39.692,1.451,-1.679,2.803,0.154,0.543
2.116,-34.854,-1.870,-26.913,1.681,-0.716,2.746,0.189,0.529
2.126,-35.109,-1.852,-25.568,1.789,-0.620,2.750,0.192,0.528
2.136,-35.226,-1.835,-11.655,1.700,0.362,2.620,0.216,0.503
2.146,-35.267,-1.818,-4.096,1.670,0.860,2.537,0.223,0.487
2.156,-35.306,-1.805,-3.891,1.284,0.877,2.517,0.223,0.487
2.166,-35.190,-1.793,11.629,1.220,1.854,2.320,0.227,0.449
2.176,-35.079,-1.787,11.048,0.582,1.821,2.289,0.228,0.451
2.186,-34.801,-1.790,27.826,-0.271,2.865,1.992,0.230,0.402
2.196,-34.537,-1.804,26.435,-1.411,2.784,1.938,0.231,0.405
2.206,-34.187,-1.818,34.974,-1.341,3.304,1.792,0.229,0.375
2.216,-33.652,-1.892,53.495,-7.481,4.453,1.029,0.230,0.298
2.226,-33.049,-2.000,60.268,-10.732,4.866,0.646,0.229,0.262
2.236,-32.384,-2.102,66.483,-10.196,5.201,0.455,0.220,0.217
2.246,-31.662,-2.240,72.250,-13.806,5.546,-0.023,0.217,0.166
2.256,-30.885,-2.417,77.674,-17.757,5.872,-0.529,0.216,0.113
2.266,-30.059,-2.645,82.634,-22.802,6.172,-1.120,0.215,0.057
2.276,-29.186,-2.934,87.237,-28.858,6.447,-1.796,0.213,-0.003
2.286,-28.275,-3.385,91.142,-45.076,6.775,-3.153,0.230,-0.074
2.296,-27.334,-3.913,94.111,-52.792,6.971,-3.905,0.233,-0.129
2.306,-26.373,-4.414,96.107,-50.152,7.030,-3.900,0.220,-0.161
2.316,-25.406,-4.995,96.630,-58.137,7.098,-4.571,0.227,-0.197
2.326,-24.439,-5.659,96.742,-66.353,7.140,-5.250,0.234,-0.231
2.336,-23.471,-6.289,96.821,-63.036,7.097,-5.110,0.224,-0.244
2.346,-22.505,-7.000,96.622,-71.090,7.119,-5.772,0.231,-0.277
2.356,-21.547,-7.909,95.719,-90.854,7.171,-7.247,0.253,-0.328
2.366,-20.610,-9.000,93.707,-109.163,7.137,-8.557,0.271,-0.364
2.376,-19.720,-10.037,89.021,-103.705,6.826,-8.055,0.266,-0.331
2.386,-18.825,-11.134,89.487,-109.643,6.863,-8.603,0.268,-0.367
2.396,-17.939,-12.281,88.638,-114.763,6.832,-9.016,0.273,-0.387
2.406,-17.097,-13.372,84.206,-109.025,6.531,-8.505,0.267,-0.356
2.416,-16.227,-14.509,86.972,-113.708,6.712,-9.033,0.269,-0.403
2.426,-15.376,-15.686,85.150,-117.746,6.621,-9.332,0.273,-0.413
2.436,-14.544,-17.061,83.200,-137.457,6.608,-10.769,0.295,-0.457
2.446,-13.731,-18.367,81.237,-130.584,6.451,-10.275,0.288,-0.443
2.456,-12.941,-19.677,79.015,-131.003,6.327,-10.295,0.290,-0.442
2.466,-12.190,-20.988,75.065,-131.100,6.097,-10.213,0.293,-0.425
2.476,-11.448,-22.296,74.278,-130.780,6.087,-10.172,0.301,-0.420
2.486,-10.739,-23.594,70.839,-129.816,5.892,-9.988,0.304,-0.395
2.496,-10.067,-24.920,67.187,-132.664,5.720,-10.067,0.315,-0.376
2.506,-9.432,-26.222,63.553,-130.151,5.502,-9.737,0.316,-0.341
2.516,-8.834,-27.458,59.771,-123.643,5.215,-9.111,0.305,-0.296
2.526,-8.272,-28.669,56.233,-121.086,4.979,-8.771,0.302,-0.260
2.536,-7.743,-29.849,52.927,-117.998,4.746,-8.398,0.296,-0.223
2.546,-7.246,-30.993,49.649,-114.351,4.504,-7.985,0.288,-0.186
2.556,-6.780,-32.095,46.562,-110.254,4.265,-7.550,0.278,-0.149
2.566,-6.342,-33.153,43.850,-105.812,4.042,-7.107,0.267,-0.116
2.576,-5.927,-34.152,41.465,-99.890,3.815,-6.578,0.251,-0.083
2.586,-5.533,-35.101,39.474,-94.895,3.626,-6.130,0.238,-0.055
2.596,-5.156,-35.991,37.665,-88.942,3.435,-5.630,0.222,-0.028
2.607,-4.796,-36.818,35.974,-82.792,3.251,-5.129,0.206,-0.004
2.618,-4.449,-37.585,34.752,-76.620,3.099,-4.643,0.191,0.017
2.626,-4.112,-38.289,33.674,-70.482,2.957,-4.172,0.176,0.035
2.636,-3.785,-38.903,32.704,-61.355,2.800,-3.534,0.156,0.050
2.646,-3.465,-39.447,31.948,-54.387,2.699,-3.044,0.145,0.063
2.656,-3.162,-39.964,30.350,-51.667,2.584,-2.813,0.142,0.075
2.666,-2.865,-40.411,29.657,-44.772,2.482,-2.336,0.130,0.085
2.676,-2.569,-40.837,29.685,-42.533,2.468,-2.161,0.127,0.093
2.686,-2.287,-41.193,28.200,-35.655,2.324,-1.690,0.117,0.102
2.696,-2.008,-41.421,27.834,-22.749,2.228,-0.889,0.102,0.103
2.706,-1.740,-41.505,26.799,-8.455,2.085,-0.004,0.086,0.104
2.716,-1.482,-41.512,25.844,-0.644,1.984,0.482,0.078,0.104
2.726,-1.233,-41.518,24.881,-0.612,1.930,0.501,0.079,0.108
2.736,-0.995,-41.524,23.775,-0.581,1.868,0.520,0.080,0.111
2.746,-0.769,-41.370,22.586,15.405,1.713,1.496,0.064,0.109
2.756,-0.556,-41.136,21.347,23.314,1.601,1.983,0.057,0.109
2.766,-0.357,-40.825,19.840,31.130,1.474,2.462,0.050,0.108
2.776,-0.174,-40.330,18.299,49.486,1.315,3.544,0.037,0.098
2.786,-0.007,-39.761,16.779,56.955,1.206,3.976,0.034,0.092
2.796,0.145,-39.220,15.171,54.107,1.119,3.813,0.037,0.095
2.806,0.279,-38.611,13.397,60.850,0.999,4.196,0.034,0.088
2.816,0.391,-37.942,11.244,66.953,0.860,4.536,0.033,0.081
2.826,0.482,-37.218,9.088,72.367,0.726,4.831,0.033,0.073
2.836,0.554,-36.444,7.123,77.346,0.603,5.091,0.033,0.064
2.846,0.601,-35.539,4.762,90.562,0.444,5.769,0.030,0.036
2.856,0.619,-34.678,1.805,86.034,0.279,5.511,0.034,0.040
2.866,0.601,-33.777,-1.801,90.192,0.070,5.699,0.036,0.027
2.876,0.584,-32.920,-1.711,85.682,0.075,5.457,0.036,0.034
2.886,0.481,-31.965,-10.332,95.488,-0.435,5.857,0.041,-0.007
2.896,0.330,-31.003,-15.089,96.152,-0.716,5.828,0.043,-0.021
2.906,0.128,-30.043,-20.157,96.013,-1.017,5.762,0.045,-0.033
2.916,-0.124,-29.057,-25.274,98.656,-1.331,5.817,0.046,-0.054
2.926,-0.430,-28.090,-30.547,96.635,-1.663,5.688,0.044,-0.055
2.936,-0.720,-27.172,-29.020,91.803,-1.600,5.516,0.038,-0.030
2.946,-1.137,-26.271,-41.714,90.124,-2.396,5.368,0.036,-0.039
2.956,-1.612,-25.390,-47.456,88.145,-2.787,5.280,0.028,-0.032
2.966,-2.146,-24.552,-53.405,83.738,-3.216,5.127,0.016,-0.008
2.976,-2.740,-23.722,-59.414,82.984,-3.659,5.101,0.002,-0.004
2.986,-3.396,-22.918,-65.562,80.400,-4.149,5.022,-0.021,0.012
2.996,-4.113,-22.151,-71.732,76.737,-4.673,4.913,-0.049,0.036
3.006,-4.889,-21.422,-77.566,72.900,-5.202,4.786,-0.083,0.058
3.016,-5.625,-20.725,-73.688,69.695,-4.988,4.729,-0.088,0.086
3.026,-6.507,-20.064,-88.186,66.128,-6.179,4.520,-0.148,0.088
3.036,-7.345,-19.439,-83.777,62.492,-5.904,4.426,-0.147,0.114
3.046,-8.141,-18.848,-79.588,59.065,-5.613,4.341,-0.140,0.139
3.056,-9.062,-18.291,-92.088,55.672,-6.577,4.170,-0.179,0.147
3.066,-10.068,-17.763,-100.640,52.889,-7.247,4.054,-0.207,0.158
3.076,-11.073,-17.263,-100.469,49.942,-7.197,3.997,-0.199,0.183
3.086,-12.068,-16.790,-99.511,47.308,-7.080,3.947,-0.188,0.206
3.096,-13.045,-16.339,-97.694,45.135,-6.888,3.911,-0.172,0.225
3.107,-13.996,-15.909,-95.089,43.015,-6.632,3.874,-0.153,0.244
3.116,-14.915,-15.498,-91.872,41.057,-6.331,3.838,-0.132,0.261
3.126,-15.796,-15.097,-88.130,40.102,-6.005,3.848,-0.113,0.275
3.136,-16.637,-14.710,-84.081,38.702,-5.650,3.832,-0.092,0.289
3.146,-17.435,-14.342,-79.849,36.767,-5.280,3.782,-0.071,0.303
3.156,-18.187,-13.984,-75.198,35.807,-4.891,3.777,-0.050,0.314
3.166,-18.889,-13.631,-70.202,35.308,-4.482,3.794,-0.030,0.323
3.176,-19.540,-13.284,-65.071,34.668,-4.062,3.795,-0.009,0.331
3.186,-20.140,-12.955,-59.977,32.935,-3.632,3.737,0.014,0.341
3.196,-20.683,-12.616,-54.342,33.925,-3.201,3.812,0.030,0.344
3.206,-21.169,-12.286,-48.603,33.025,-2.737,3.785,0.052,0.349
3.216,-21.594,-11.972,-42.520,31.374,-2.273,3.692,0.070,0.351
3.226,-21.952,-11.665,-35.780,30.657,-1.799,3.626,0.082,0.347
3.236,-22.241,-11.365,-28.910,30.003,-1.339,3.551,0.089,0.340
3.246,-22.460,-11.070,-21.889,29.519,-0.881,3.476,0.094,0.331
3.256,-22.607,-10.777,-14.697,29.361,-0.422,3.409,0.097,0.319
3.266,-22.680,-10.469,-7.315,30.750,0.029,3.418,0.096,0.304
3.276,-22.750,-10.162,-6.950,30.723,0.056,3.426,0.097,0.306
3.286,-22.816,-9.870,-6.602,29.187,0.098,3.350,0.101,0.310
3.296,-22.644,-9.576,17.184,29.348,1.558,3.073,0.100,0.252
3.306,-22.398,-9.298,24.619,27.880,2.019,2.896,0.100,0.235
3.316,-22.082,-9.001,31.546,29.672,2.411,2.908,0.093,0.215
3.326,-21.707,-8.704,37.521,29.699,2.762,2.827,0.089,0.199
3.336,-21.280,-8.394,42.677,31.016,3.050,2.831,0.083,0.183
3.346,-20.810,-8.090,47.025,30.372,3.303,2.710,0.080,0.167
3.356,-20.363,-7.802,44.674,28.853,3.171,2.649,0.083,0.174
3.366,-19.803,-7.519,56.035,28.207,3.835,2.400,0.075,0.132
3.376,-19.205,-7.246,59.825,27.373,4.040,2.234,0.070,0.109
3.386,-18.575,-6.982,62.932,26.417,4.206,2.066,0.065,0.087
3.396,-17.924,-6.730,65.168,25.151,4.327,1.899,0.061,0.069
3.406,-17.254,-6.501,66.964,22.877,4.433,1.674,0.060,0.053
3.416,-16.571,-6.289,68.257,21.211,4.506,1.501,0.059,0.038
3.426,-15.877,-6.088,69.431,20.151,4.568,1.373,0.057,0.026
3.436,-15.173,-5.896,70.409,19.143,4.618,1.253,0.055,0.014
3.446,-14.504,-5.725,66.889,17.142,4.426,1.193,0.060,0.027
3.456,-13.869,-5.567,63.544,15.736,4.238,1.170,0.063,0.040
3.466,-13.152,-5.422,71.655,14.510,4.698,0.819,0.055,-0.015
3.476,-12.437,-5.289,71.506,13.317,4.688,0.714,0.055,-0.022
3.486,-11.726,-5.162,71.117,12.734,4.657,0.660,0.054,-0.025
3.496,-11.022,-5.041,70.417,12.097,4.609,0.613,0.053,-0.027
3.506,-10.328,-4.923,69.396,11.739,4.538,0.596,0.051,-0.026
3.516,-9.650,-4.808,67.794,11.564,4.435,0.606,0.050,-0.022
3.526,-8.989,-4.691,66.107,11.700,4.324,0.641,0.049,-0.016
3.536,-8.348,-4.573,64.065,11.829,4.193,0.685,0.048,-0.009
3.546,-7.731,-4.447,61.713,12.556,4.038,0.781,0.046,0.001
3.556,-7.140,-4.322,59.094,12.450,3.875,0.826,0.046,0.012
3.566,-6.577,-4.204,56.359,11.828,3.712,0.839,0.047,0.022
3.576,-6.040,-4.092,53.651,11.236,3.549,0.854,0.048,0.032
3.586,-5.532,-3.979,50.776,11.251,3.371,0.915,0.047,0.044
3.596,-5.054,-3.872,47.798,10.689,3.191,0.939,0.048,0.056
3.606,-4.606,-3.770,44.831,10.209,3.009,0.966,0.049,0.067
3.616,-4.186,-3.678,41.986,9.259,2.838,0.956,0.049,0.077
3.626,-3.793,-3.593,39.310,8.522,2.669,0.949,0.049,0.085
